Date;Time;NO2(GT);PT08.S4(NO2)
11.04.2004;20.00.00;78;1205
11.04.2004;21.00.00;76;1217
11.04.2004;22.00.00;74;1186
11.04.2004;23.00.00;81;1187
12.04.2004;00.00.00;58;1094
12.04.2004;01.00.00;59;1036
12.04.2004;02.00.00;54;1111
12.04.2004;03.00.00;-200;1066
12.04.2004;04.00.00;25;955
12.04.2004;05.00.00;26;1003
12.04.2004;06.00.00;49;1117
12.04.2004;07.00.00;53;1185
12.04.2004;08.00.00;57;1246
12.04.2004;09.00.00;73;1293
12.04.2004;10.00.00;78;1325
12.04.2004;11.00.00;93;1384
12.04.2004;12.00.00;71;1305
12.04.2004;13.00.00;56;1229
12.04.2004;14.00.00;60;1257
12.04.2004;15.00.00;77;1325
12.04.2004;16.00.00;82;1301
12.04.2004;17.00.00;77;1313
12.04.2004;18.00.00;91;1324
12.04.2004;19.00.00;93;1369
12.04.2004;20.00.00;82;1292
12.04.2004;21.00.00;74;1233
12.04.2004;22.00.00;68;1234
12.04.2004;23.00.00;65;1230
13.04.2004;00.00.00;58;1219
13.04.2004;01.00.00;36;1176
13.04.2004;02.00.00;29;1182
13.04.2004;03.00.00;-200;1215
13.04.2004;04.00.00;28;1171
13.04.2004;05.00.00;68;1356
13.04.2004;06.00.00;99;1531
13.04.2004;07.00.00;130;2011
13.04.2004;08.00.00;128;2057
13.04.2004;09.00.00;120;1641
13.04.2004;10.00.00;93;1426
13.04.2004;11.00.00;96;1471
13.04.2004;12.00.00;84;1429
13.04.2004;13.00.00;87;1439
13.04.2004;14.00.00;87;1537
13.04.2004;15.00.00;103;1527
13.04.2004;16.00.00;88;1462
13.04.2004;17.00.00;118;1791
13.04.2004;18.00.00;134;2004
13.04.2004;19.00.00;144;1995
13.04.2004;20.00.00;129;1747
13.04.2004;21.00.00;108;1577
13.04.2004;22.00.00;104;1586
13.04.2004;23.00.00;90;1463
14.04.2004;00.00.00;74;1379
14.04.2004;01.00.00;73;1364
14.04.2004;02.00.00;60;1307
14.04.2004;03.00.00;-200;1285
14.04.2004;04.00.00;57;1275
14.04.2004;05.00.00;62;1346
14.04.2004;06.00.00;71;1535
14.04.2004;07.00.00;94;1921
14.04.2004;08.00.00;99;2278
14.04.2004;09.00.00;119;1906
14.04.2004;10.00.00;103;1662
14.04.2004;11.00.00;95;1518
14.04.2004;12.00.00;95;1571
14.04.2004;13.00.00;-200;1519
14.04.2004;14.00.00;-200;1653
14.04.2004;15.00.00;-200;1653
14.04.2004;16.00.00;-200;1497
14.04.2004;17.00.00;-200;1595
14.04.2004;18.00.00;-200;1609
14.04.2004;19.00.00;-200;1638
14.04.2004;20.00.00;-200;1858
14.04.2004;21.00.00;-200;1689
14.04.2004;22.00.00;-200;1494
14.04.2004;23.00.00;-200;1418
15.04.2004;00.00.00;-200;1364
15.04.2004;01.00.00;-200;1297
15.04.2004;02.00.00;-200;1259
15.04.2004;03.00.00;-200;1241
15.04.2004;04.00.00;-200;1216
15.04.2004;05.00.00;-200;1298
15.04.2004;06.00.00;-200;1510
15.04.2004;07.00.00;-200;2001
15.04.2004;08.00.00;-200;2034
15.04.2004;09.00.00;114;1889
15.04.2004;10.00.00;127;1804
15.04.2004;11.00.00;135;1809
15.04.2004;12.00.00;135;1792
15.04.2004;13.00.00;120;1783
15.04.2004;14.00.00;129;1890
15.04.2004;15.00.00;114;1734
15.04.2004;16.00.00;129;1676
15.04.2004;17.00.00;149;2046
15.04.2004;18.00.00;149;2271
15.04.2004;19.00.00;158;2446
15.04.2004;20.00.00;148;2119
15.04.2004;21.00.00;134;1960
15.04.2004;22.00.00;111;1607
15.04.2004;23.00.00;106;1532
16.04.2004;00.00.00;108;1547
16.04.2004;01.00.00;93;1566
16.04.2004;02.00.00;83;1532
16.04.2004;03.00.00;-200;1387
16.04.2004;04.00.00;69;1420
16.04.2004;05.00.00;77;1505
16.04.2004;06.00.00;87;1686
16.04.2004;07.00.00;109;2176
16.04.2004;08.00.00;116;1890
16.04.2004;09.00.00;105;1590
16.04.2004;10.00.00;106;1604
16.04.2004;11.00.00;108;1666
16.04.2004;12.00.00;100;1644
16.04.2004;13.00.00;149;2047
16.04.2004;14.00.00;148;2066
16.04.2004;15.00.00;126;1980
16.04.2004;16.00.00;140;1963
16.04.2004;17.00.00;142;2159
16.04.2004;18.00.00;141;2083
16.04.2004;19.00.00;149;2298
16.04.2004;20.00.00;140;2039
16.04.2004;21.00.00;117;1811
16.04.2004;22.00.00;103;1680
16.04.2004;23.00.00;99;1695
17.04.2004;00.00.00;100;1627
17.04.2004;01.00.00;88;1599
17.04.2004;02.00.00;83;1565
17.04.2004;03.00.00;-200;1527
17.04.2004;04.00.00;-200;1437
17.04.2004;05.00.00;-200;1508
17.04.2004;06.00.00;-200;1524
17.04.2004;07.00.00;-200;1672
17.04.2004;08.00.00;-200;1691
17.04.2004;09.00.00;-200;1604
17.04.2004;10.00.00;-200;1706
17.04.2004;11.00.00;-200;1526
17.04.2004;12.00.00;-200;1472
17.04.2004;13.00.00;-200;1536
17.04.2004;14.00.00;-200;1429
17.04.2004;15.00.00;-200;1462
17.04.2004;16.00.00;-200;1482
17.04.2004;17.00.00;-200;1462
17.04.2004;18.00.00;-200;1482
17.04.2004;19.00.00;-200;1594
17.04.2004;20.00.00;-200;1566
17.04.2004;21.00.00;-200;1482
17.04.2004;22.00.00;-200;1623
17.04.2004;23.00.00;-200;1700
18.04.2004;00.00.00;-200;1568
18.04.2004;01.00.00;-200;1529
18.04.2004;02.00.00;-200;1501
18.04.2004;03.00.00;-200;1527
18.04.2004;04.00.00;-200;1449
18.04.2004;05.00.00;-200;1396
18.04.2004;06.00.00;-200;1410
18.04.2004;07.00.00;-200;1411
18.04.2004;08.00.00;-200;1459
18.04.2004;09.00.00;-200;1546
18.04.2004;10.00.00;-200;1664
18.04.2004;11.00.00;-200;1660
18.04.2004;12.00.00;-200;1565
18.04.2004;13.00.00;-200;1433
18.04.2004;14.00.00;-200;1436
18.04.2004;15.00.00;-200;1604
18.04.2004;16.00.00;-200;1603
18.04.2004;17.00.00;-200;1590
18.04.2004;18.00.00;-200;1623
18.04.2004;19.00.00;-200;1824
18.04.2004;20.00.00;-200;1653
18.04.2004;21.00.00;-200;1669
18.04.2004;22.00.00;-200;1595
18.04.2004;23.00.00;-200;1702
19.04.2004;00.00.00;-200;1658
19.04.2004;01.00.00;-200;1500
19.04.2004;02.00.00;-200;1494
19.04.2004;03.00.00;-200;1407
19.04.2004;04.00.00;-200;1443
19.04.2004;05.00.00;-200;1428
19.04.2004;06.00.00;-200;1655
19.04.2004;07.00.00;-200;1976
19.04.2004;08.00.00;-200;1969
19.04.2004;09.00.00;-200;1594
19.04.2004;10.00.00;-200;1503
19.04.2004;11.00.00;-200;1574
19.04.2004;12.00.00;-200;1709
19.04.2004;13.00.00;-200;1847
19.04.2004;14.00.00;-200;1565
19.04.2004;15.00.00;-200;1602
19.04.2004;16.00.00;-200;1701
19.04.2004;17.00.00;-200;1684
19.04.2004;18.00.00;-200;1528
19.04.2004;19.00.00;-200;1508
19.04.2004;20.00.00;-200;1476
19.04.2004;21.00.00;-200;1391
19.04.2004;22.00.00;-200;1431
19.04.2004;23.00.00;-200;1444
20.04.2004;00.00.00;-200;1377
20.04.2004;01.00.00;-200;1357
20.04.2004;02.00.00;-200;1290
20.04.2004;03.00.00;-200;1277
20.04.2004;04.00.00;-200;1315
20.04.2004;05.00.00;-200;1410
20.04.2004;06.00.00;-200;1625
20.04.2004;07.00.00;-200;2069
20.04.2004;08.00.00;-200;2396
20.04.2004;09.00.00;-200;1999
20.04.2004;10.00.00;-200;1874
20.04.2004;11.00.00;-200;1991
20.04.2004;12.00.00;-200;1970
20.04.2004;13.00.00;-200;1870
20.04.2004;14.00.00;-200;1643
20.04.2004;15.00.00;-200;1530
20.04.2004;16.00.00;-200;1742
20.04.2004;17.00.00;-200;1938
20.04.2004;18.00.00;-200;2156
20.04.2004;19.00.00;-200;2102
20.04.2004;20.00.00;-200;1958
20.04.2004;21.00.00;-200;1704
20.04.2004;22.00.00;-200;1550
20.04.2004;23.00.00;-200;1589
21.04.2004;00.00.00;-200;1412
21.04.2004;01.00.00;-200;1474
21.04.2004;02.00.00;-200;1381
21.04.2004;03.00.00;-200;1375
21.04.2004;04.00.00;-200;1319
21.04.2004;05.00.00;-200;1421
21.04.2004;06.00.00;-200;1599
21.04.2004;07.00.00;-200;2249
21.04.2004;08.00.00;-200;2684
21.04.2004;09.00.00;-200;1991
21.04.2004;10.00.00;-200;1854
21.04.2004;11.00.00;-200;1642
21.04.2004;12.00.00;-200;1561
21.04.2004;13.00.00;-200;1574
21.04.2004;14.00.00;-200;1513
21.04.2004;15.00.00;-200;1483
21.04.2004;16.00.00;-200;1558
21.04.2004;17.00.00;-200;1838
21.04.2004;18.00.00;-200;2271
21.04.2004;19.00.00;-200;2328
21.04.2004;20.00.00;-200;2073
21.04.2004;21.00.00;-200;1737
21.04.2004;22.00.00;-200;1573
21.04.2004;23.00.00;-200;1492
22.04.2004;00.00.00;-200;1469
22.04.2004;01.00.00;-200;1420
22.04.2004;02.00.00;-200;1377
22.04.2004;03.00.00;-200;1341
22.04.2004;04.00.00;-200;1316
22.04.2004;05.00.00;-200;1335
22.04.2004;06.00.00;-200;1474
22.04.2004;07.00.00;-200;1729
22.04.2004;08.00.00;-200;2003
22.04.2004;09.00.00;-200;2186
22.04.2004;10.00.00;-200;1945
22.04.2004;11.00.00;-200;1731
22.04.2004;12.00.00;-200;1682
22.04.2004;13.00.00;-200;1585
22.04.2004;14.00.00;-200;1562
22.04.2004;15.00.00;-200;1676
22.04.2004;16.00.00;-200;1739
22.04.2004;17.00.00;-200;2025
22.04.2004;18.00.00;-200;2038
22.04.2004;19.00.00;-200;2238
22.04.2004;20.00.00;-200;1932
22.04.2004;21.00.00;-200;1659
22.04.2004;22.00.00;-200;1466
22.04.2004;23.00.00;-200;1467
23.04.2004;00.00.00;-200;1593
23.04.2004;01.00.00;-200;1467
23.04.2004;02.00.00;-200;1337
23.04.2004;03.00.00;-200;1325
23.04.2004;04.00.00;-200;1314
23.04.2004;05.00.00;59;1321
23.04.2004;06.00.00;67;1418
23.04.2004;07.00.00;95;2119
23.04.2004;08.00.00;123;2417
23.04.2004;09.00.00;142;2030
23.04.2004;10.00.00;142;1887
23.04.2004;11.00.00;169;1947
23.04.2004;12.00.00;142;1838
23.04.2004;13.00.00;136;1835
23.04.2004;14.00.00;147;1865
23.04.2004;15.00.00;196;1953
23.04.2004;16.00.00;186;1985
23.04.2004;17.00.00;177;2228
23.04.2004;18.00.00;164;2087
23.04.2004;19.00.00;161;2335
23.04.2004;20.00.00;146;1975
23.04.2004;21.00.00;98;1619
23.04.2004;22.00.00;108;1687
23.04.2004;23.00.00;107;1659
24.04.2004;00.00.00;113;1729
24.04.2004;01.00.00;100;1763
24.04.2004;02.00.00;87;1597
24.04.2004;03.00.00;-200;1481
24.04.2004;04.00.00;60;1430
24.04.2004;05.00.00;65;1403
24.04.2004;06.00.00;64;1483
24.04.2004;07.00.00;73;1639
24.04.2004;08.00.00;86;1838
24.04.2004;09.00.00;105;1874
24.04.2004;10.00.00;107;1727
24.04.2004;11.00.00;114;1808
24.04.2004;12.00.00;105;1840
24.04.2004;13.00.00;74;1623
24.04.2004;14.00.00;95;1766
24.04.2004;15.00.00;89;1610
24.04.2004;16.00.00;95;1691
24.04.2004;17.00.00;93;1634
24.04.2004;18.00.00;123;1899
24.04.2004;19.00.00;134;1970
24.04.2004;20.00.00;126;1863
24.04.2004;21.00.00;79;1584
24.04.2004;22.00.00;54;1404
24.04.2004;23.00.00;69;1365
25.04.2004;00.00.00;67;1321
25.04.2004;01.00.00;73;1359
25.04.2004;02.00.00;73;1317
25.04.2004;03.00.00;-200;1363
25.04.2004;04.00.00;33;1121
25.04.2004;05.00.00;20;1098
25.04.2004;06.00.00;37;1148
25.04.2004;07.00.00;50;1184
25.04.2004;08.00.00;45;1180
25.04.2004;09.00.00;48;1206
25.04.2004;10.00.00;56;1216
25.04.2004;11.00.00;58;1193
25.04.2004;12.00.00;52;1185
25.04.2004;13.00.00;52;1145
25.04.2004;14.00.00;44;1104
25.04.2004;15.00.00;59;1181
25.04.2004;16.00.00;74;1219
25.04.2004;17.00.00;76;1219
25.04.2004;18.00.00;83;1344
25.04.2004;19.00.00;100;1550
25.04.2004;20.00.00;101;1419
25.04.2004;21.00.00;90;1310
25.04.2004;22.00.00;93;1654
25.04.2004;23.00.00;79;1379
26.04.2004;00.00.00;57;1283
26.04.2004;01.00.00;43;1220
26.04.2004;02.00.00;25;1152
26.04.2004;03.00.00;-200;1115
26.04.2004;04.00.00;17;1091
26.04.2004;05.00.00;44;1158
26.04.2004;06.00.00;72;1307
26.04.2004;07.00.00;91;1464
26.04.2004;08.00.00;89;1490
26.04.2004;09.00.00;84;1343
26.04.2004;10.00.00;83;1328
26.04.2004;11.00.00;78;1311
26.04.2004;12.00.00;80;1413
26.04.2004;13.00.00;75;1436
26.04.2004;14.00.00;77;1365
26.04.2004;15.00.00;77;1395
26.04.2004;16.00.00;81;1410
26.04.2004;17.00.00;101;1625
26.04.2004;18.00.00;119;1685
26.04.2004;19.00.00;111;1616
26.04.2004;20.00.00;109;1496
26.04.2004;21.00.00;101;1441
26.04.2004;22.00.00;89;1359
26.04.2004;23.00.00;75;1318
27.04.2004;00.00.00;51;1225
27.04.2004;01.00.00;39;1197
27.04.2004;02.00.00;32;1212
27.04.2004;03.00.00;-200;1224
27.04.2004;04.00.00;49;1302
27.04.2004;05.00.00;68;1339
27.04.2004;06.00.00;76;1593
27.04.2004;07.00.00;122;2101
27.04.2004;08.00.00;129;2050
27.04.2004;09.00.00;94;1487
27.04.2004;10.00.00;99;1455
27.04.2004;11.00.00;81;1474
27.04.2004;12.00.00;87;1651
27.04.2004;13.00.00;107;1779
27.04.2004;14.00.00;95;1560
27.04.2004;15.00.00;110;1651
27.04.2004;16.00.00;99;1592
27.04.2004;17.00.00;113;1689
27.04.2004;18.00.00;127;1798
27.04.2004;19.00.00;131;1955
27.04.2004;20.00.00;137;1849
27.04.2004;21.00.00;122;1651
27.04.2004;22.00.00;100;1511
27.04.2004;23.00.00;108;1608
28.04.2004;00.00.00;83;1504
28.04.2004;01.00.00;74;1396
28.04.2004;02.00.00;64;1359
28.04.2004;03.00.00;-200;1347
28.04.2004;04.00.00;40;1321
28.04.2004;05.00.00;39;1345
28.04.2004;06.00.00;69;1539
28.04.2004;07.00.00;104;2396
28.04.2004;08.00.00;100;2112
28.04.2004;09.00.00;146;2155
28.04.2004;10.00.00;155;1903
28.04.2004;11.00.00;139;1850
28.04.2004;12.00.00;121;1741
28.04.2004;13.00.00;108;1787
28.04.2004;14.00.00;126;1969
28.04.2004;15.00.00;145;1890
28.04.2004;16.00.00;121;1750
28.04.2004;17.00.00;145;1878
28.04.2004;18.00.00;160;2226
28.04.2004;19.00.00;155;2252
28.04.2004;20.00.00;162;2117
28.04.2004;21.00.00;129;1740
28.04.2004;22.00.00;96;1575
28.04.2004;23.00.00;92;1662
29.04.2004;00.00.00;89;1574
29.04.2004;01.00.00;61;1495
29.04.2004;02.00.00;54;1409
29.04.2004;03.00.00;-200;1386
29.04.2004;04.00.00;44;1382
29.04.2004;05.00.00;57;1470
29.04.2004;06.00.00;68;1620
29.04.2004;07.00.00;95;2405
29.04.2004;08.00.00;125;2572
29.04.2004;09.00.00;135;1886
29.04.2004;10.00.00;118;1583
29.04.2004;11.00.00;91;1491
29.04.2004;12.00.00;89;1716
29.04.2004;13.00.00;129;2037
29.04.2004;14.00.00;122;2023
29.04.2004;15.00.00;138;2151
29.04.2004;16.00.00;136;2069
29.04.2004;17.00.00;143;2176
29.04.2004;18.00.00;145;2312
29.04.2004;19.00.00;146;2488
29.04.2004;20.00.00;122;2046
29.04.2004;21.00.00;112;1931
29.04.2004;22.00.00;102;1856
29.04.2004;23.00.00;97;1876
30.04.2004;00.00.00;85;1823
30.04.2004;01.00.00;76;1696
30.04.2004;02.00.00;74;1628
30.04.2004;03.00.00;-200;1598
30.04.2004;04.00.00;56;1554
30.04.2004;05.00.00;66;1563
30.04.2004;06.00.00;90;1771
30.04.2004;07.00.00;111;2033
30.04.2004;08.00.00;103;2065
30.04.2004;09.00.00;117;1970
30.04.2004;10.00.00;116;1833
30.04.2004;11.00.00;109;1889
30.04.2004;12.00.00;116;1973
30.04.2004;13.00.00;115;2061
30.04.2004;14.00.00;94;1939
30.04.2004;15.00.00;121;1971
30.04.2004;16.00.00;114;2139
30.04.2004;17.00.00;110;2133
30.04.2004;18.00.00;122;2162
30.04.2004;19.00.00;135;2356
30.04.2004;20.00.00;133;2100
30.04.2004;21.00.00;110;1951
30.04.2004;22.00.00;102;1927
30.04.2004;23.00.00;108;1872
01.05.2004;00.00.00;110;1936
01.05.2004;01.00.00;84;1724
01.05.2004;02.00.00;71;1647
01.05.2004;03.00.00;-200;1629
01.05.2004;04.00.00;42;1492
01.05.2004;05.00.00;32;1434
01.05.2004;06.00.00;35;1452
01.05.2004;07.00.00;67;1632
01.05.2004;08.00.00;73;1615
01.05.2004;09.00.00;86;1693
01.05.2004;10.00.00;89;1652
01.05.2004;11.00.00;86;1657
01.05.2004;12.00.00;86;1632
01.05.2004;13.00.00;66;1489
01.05.2004;14.00.00;68;1495
01.05.2004;15.00.00;82;1584
01.05.2004;16.00.00;91;1603
01.05.2004;17.00.00;95;1598
01.05.2004;18.00.00;104;1676
01.05.2004;19.00.00;131;1780
01.05.2004;20.00.00;112;1674
01.05.2004;21.00.00;100;1656
01.05.2004;22.00.00;115;1851
01.05.2004;23.00.00;129;1769
02.05.2004;00.00.00;99;1599
02.05.2004;01.00.00;74;1646
02.05.2004;02.00.00;55;1536
02.05.2004;03.00.00;-200;1580
02.05.2004;04.00.00;35;1460
02.05.2004;05.00.00;37;1426
02.05.2004;06.00.00;45;1456
02.05.2004;07.00.00;46;1518
02.05.2004;08.00.00;68;1568
02.05.2004;09.00.00;77;1595
02.05.2004;10.00.00;79;1639
02.05.2004;11.00.00;72;1531
02.05.2004;12.00.00;68;1510
02.05.2004;13.00.00;64;1436
02.05.2004;14.00.00;73;1519
02.05.2004;15.00.00;84;1538
02.05.2004;16.00.00;67;1443
02.05.2004;17.00.00;106;1637
02.05.2004;18.00.00;114;1721
02.05.2004;19.00.00;123;1853
02.05.2004;20.00.00;108;1753
02.05.2004;21.00.00;100;1691
02.05.2004;22.00.00;118;1607
02.05.2004;23.00.00;121;1548
03.05.2004;00.00.00;94;1534
03.05.2004;01.00.00;52;1414
03.05.2004;02.00.00;39;1397
03.05.2004;03.00.00;-200;1385
03.05.2004;04.00.00;33;1351
03.05.2004;05.00.00;57;1516
03.05.2004;06.00.00;80;1687
03.05.2004;07.00.00;101;2193
03.05.2004;08.00.00;109;2400
03.05.2004;09.00.00;109;2054
03.05.2004;10.00.00;111;1755
03.05.2004;11.00.00;102;1623
03.05.2004;12.00.00;96;1584
03.05.2004;13.00.00;90;1561
03.05.2004;14.00.00;69;1496
03.05.2004;15.00.00;74;1580
03.05.2004;16.00.00;102;1744
03.05.2004;17.00.00;128;2149
03.05.2004;18.00.00;130;2084
03.05.2004;19.00.00;120;2009
03.05.2004;20.00.00;113;1903
03.05.2004;21.00.00;100;1771
03.05.2004;22.00.00;70;1566
03.05.2004;23.00.00;83;1653
04.05.2004;00.00.00;81;1620
04.05.2004;01.00.00;69;1588
04.05.2004;02.00.00;48;1517
04.05.2004;03.00.00;-200;1471
04.05.2004;04.00.00;28;1465
04.05.2004;05.00.00;47;1552
04.05.2004;06.00.00;88;1912
04.05.2004;07.00.00;109;2306
04.05.2004;08.00.00;113;2248
04.05.2004;09.00.00;104;1973
04.05.2004;10.00.00;65;1657
04.05.2004;11.00.00;87;1825
04.05.2004;12.00.00;99;1860
04.05.2004;13.00.00;100;1784
04.05.2004;14.00.00;105;1814
04.05.2004;15.00.00;97;1851
04.05.2004;16.00.00;54;1565
04.05.2004;17.00.00;59;1764
04.05.2004;18.00.00;109;2120
04.05.2004;19.00.00;125;2185
04.05.2004;20.00.00;132;2166
04.05.2004;21.00.00;110;1840
04.05.2004;22.00.00;53;1475
04.05.2004;23.00.00;61;1543
05.05.2004;00.00.00;41;1370
05.05.2004;01.00.00;22;1294
05.05.2004;02.00.00;28;1360
05.05.2004;03.00.00;-200;1399
05.05.2004;04.00.00;41;1439
05.05.2004;05.00.00;54;1526
05.05.2004;06.00.00;81;1673
05.05.2004;07.00.00;107;2163
05.05.2004;08.00.00;-200;2264
05.05.2004;09.00.00;124;2143
05.05.2004;10.00.00;123;1876
05.05.2004;11.00.00;120;1887
05.05.2004;12.00.00;113;1920
05.05.2004;13.00.00;114;2116
05.05.2004;14.00.00;120;2049
05.05.2004;15.00.00;125;1945
05.05.2004;16.00.00;88;1740
05.05.2004;17.00.00;72;1682
05.05.2004;18.00.00;103;1870
05.05.2004;19.00.00;67;1661
05.05.2004;20.00.00;79;1733
05.05.2004;21.00.00;89;1637
05.05.2004;22.00.00;67;1438
05.05.2004;23.00.00;83;1518
06.05.2004;00.00.00;76;1468
06.05.2004;01.00.00;58;1416
06.05.2004;02.00.00;30;1310
06.05.2004;03.00.00;-200;1292
06.05.2004;04.00.00;22;1294
06.05.2004;05.00.00;50;1357
06.05.2004;06.00.00;92;1546
06.05.2004;07.00.00;101;1984
06.05.2004;08.00.00;121;2029
06.05.2004;09.00.00;130;1836
06.05.2004;10.00.00;114;1692
06.05.2004;11.00.00;100;1624
06.05.2004;12.00.00;56;1450
06.05.2004;13.00.00;75;1581
06.05.2004;14.00.00;121;1831
06.05.2004;15.00.00;128;1816
06.05.2004;16.00.00;139;1869
06.05.2004;17.00.00;122;1728
06.05.2004;18.00.00;92;1626
06.05.2004;19.00.00;97;1722
06.05.2004;20.00.00;98;1605
06.05.2004;21.00.00;93;1497
06.05.2004;22.00.00;65;1422
06.05.2004;23.00.00;81;1586
07.05.2004;00.00.00;102;1579
07.05.2004;01.00.00;91;1568
07.05.2004;02.00.00;56;1427
07.05.2004;03.00.00;-200;1384
07.05.2004;04.00.00;41;1386
07.05.2004;05.00.00;48;1364
07.05.2004;06.00.00;72;1590
07.05.2004;07.00.00;106;2014
07.05.2004;08.00.00;107;2095
07.05.2004;09.00.00;127;1824
07.05.2004;10.00.00;114;1582
07.05.2004;11.00.00;101;1405
07.05.2004;12.00.00;95;1418
07.05.2004;13.00.00;110;1526
07.05.2004;14.00.00;101;1460
07.05.2004;15.00.00;106;1481
07.05.2004;16.00.00;116;1600
07.05.2004;17.00.00;124;1948
07.05.2004;18.00.00;133;1911
07.05.2004;19.00.00;96;1642
07.05.2004;20.00.00;85;1527
07.05.2004;21.00.00;97;1595
07.05.2004;22.00.00;97;1568
07.05.2004;23.00.00;101;1531
08.05.2004;00.00.00;85;1516
08.05.2004;01.00.00;80;1446
08.05.2004;02.00.00;33;1252
08.05.2004;03.00.00;-200;1239
08.05.2004;04.00.00;-200;1202
08.05.2004;05.00.00;-200;1257
08.05.2004;06.00.00;-200;1329
08.05.2004;07.00.00;-200;1479
08.05.2004;08.00.00;-200;1589
08.05.2004;09.00.00;-200;1588
08.05.2004;10.00.00;-200;1575
08.05.2004;11.00.00;-200;1739
08.05.2004;12.00.00;-200;1778
08.05.2004;13.00.00;-200;1671
08.05.2004;14.00.00;-200;1432
08.05.2004;15.00.00;-200;1489
08.05.2004;16.00.00;-200;1375
08.05.2004;17.00.00;-200;1408
08.05.2004;18.00.00;-200;1502
08.05.2004;19.00.00;-200;1829
08.05.2004;20.00.00;-200;1802
08.05.2004;21.00.00;-200;1603
08.05.2004;22.00.00;-200;1573
08.05.2004;23.00.00;-200;1457
09.05.2004;00.00.00;-200;1519
09.05.2004;01.00.00;-200;1575
09.05.2004;02.00.00;-200;1601
09.05.2004;03.00.00;-200;1619
09.05.2004;04.00.00;-200;1605
09.05.2004;05.00.00;-200;1558
09.05.2004;06.00.00;-200;1460
09.05.2004;07.00.00;-200;1414
09.05.2004;08.00.00;-200;1303
09.05.2004;09.00.00;-200;1434
09.05.2004;10.00.00;-200;1450
09.05.2004;11.00.00;-200;1476
09.05.2004;12.00.00;-200;1502
09.05.2004;13.00.00;-200;1492
09.05.2004;14.00.00;-200;1521
09.05.2004;15.00.00;-200;1595
09.05.2004;16.00.00;-200;1420
09.05.2004;17.00.00;-200;1446
09.05.2004;18.00.00;-200;1465
09.05.2004;19.00.00;-200;1614
09.05.2004;20.00.00;-200;1625
09.05.2004;21.00.00;-200;1570
09.05.2004;22.00.00;-200;1606
09.05.2004;23.00.00;-200;1600
10.05.2004;00.00.00;-200;1501
10.05.2004;01.00.00;-200;1375
10.05.2004;02.00.00;-200;1344
10.05.2004;03.00.00;-200;1318
10.05.2004;04.00.00;-200;1357
10.05.2004;05.00.00;-200;1385
10.05.2004;06.00.00;-200;1705
10.05.2004;07.00.00;-200;2459
10.05.2004;08.00.00;-200;2617
10.05.2004;09.00.00;117;2051
10.05.2004;10.00.00;107;1808
10.05.2004;11.00.00;95;1748
10.05.2004;12.00.00;93;1797
10.05.2004;13.00.00;104;1758
10.05.2004;14.00.00;102;1767
10.05.2004;15.00.00;109;1731
10.05.2004;16.00.00;97;1716
10.05.2004;17.00.00;104;1824
10.05.2004;18.00.00;124;1961
10.05.2004;19.00.00;135;2050
10.05.2004;20.00.00;122;1824
10.05.2004;21.00.00;109;1703
10.05.2004;22.00.00;95;1621
10.05.2004;23.00.00;86;1521
11.05.2004;00.00.00;78;1518
11.05.2004;01.00.00;53;1362
11.05.2004;02.00.00;43;1317
11.05.2004;03.00.00;-200;1320
11.05.2004;04.00.00;53;1335
11.05.2004;05.00.00;48;1405
11.05.2004;06.00.00;64;1606
11.05.2004;07.00.00;95;2301
11.05.2004;08.00.00;120;2423
11.05.2004;09.00.00;153;2182
11.05.2004;10.00.00;163;2032
11.05.2004;11.00.00;119;1891
11.05.2004;12.00.00;96;1735
11.05.2004;13.00.00;94;1728
11.05.2004;14.00.00;86;1643
11.05.2004;15.00.00;91;1664
11.05.2004;16.00.00;97;1675
11.05.2004;17.00.00;125;1923
11.05.2004;18.00.00;140;2233
11.05.2004;19.00.00;158;2345
11.05.2004;20.00.00;159;2120
11.05.2004;21.00.00;128;1941
11.05.2004;22.00.00;114;1840
11.05.2004;23.00.00;100;1766
12.05.2004;00.00.00;88;1619
12.05.2004;01.00.00;67;1518
12.05.2004;02.00.00;65;1511
12.05.2004;03.00.00;-200;1468
12.05.2004;04.00.00;47;1403
12.05.2004;05.00.00;57;1517
12.05.2004;06.00.00;73;1705
12.05.2004;07.00.00;95;2163
12.05.2004;08.00.00;110;2667
12.05.2004;09.00.00;121;2281
12.05.2004;10.00.00;108;2140
12.05.2004;11.00.00;125;1964
12.05.2004;12.00.00;117;2138
12.05.2004;13.00.00;131;2413
12.05.2004;14.00.00;126;1894
12.05.2004;15.00.00;114;1797
12.05.2004;16.00.00;123;1806
12.05.2004;17.00.00;116;1797
12.05.2004;18.00.00;107;1709
12.05.2004;19.00.00;123;1767
12.05.2004;20.00.00;112;1570
12.05.2004;21.00.00;101;1452
12.05.2004;22.00.00;91;1425
12.05.2004;23.00.00;88;1462
13.05.2004;00.00.00;96;1455
13.05.2004;01.00.00;75;1405
13.05.2004;02.00.00;47;1316
13.05.2004;03.00.00;-200;1272
13.05.2004;04.00.00;25;1252
13.05.2004;05.00.00;49;1317
13.05.2004;06.00.00;85;1459
13.05.2004;07.00.00;106;1652
13.05.2004;08.00.00;136;1984
13.05.2004;09.00.00;119;1663
13.05.2004;10.00.00;122;1714
13.05.2004;11.00.00;90;1554
13.05.2004;12.00.00;97;1608
13.05.2004;13.00.00;98;1736
13.05.2004;14.00.00;93;1576
