Date;Time;NOx(GT);PT08.S3(NOx)
12.04.2004;20.00.00;88;1176
12.04.2004;21.00.00;66;1269
12.04.2004;22.00.00;61;1271
12.04.2004;23.00.00;54;1322
13.04.2004;00.00.00;46;1368
13.04.2004;01.00.00;25;1499
13.04.2004;02.00.00;18;1581
13.04.2004;03.00.00;-200;1482
13.04.2004;04.00.00;21;1565
13.04.2004;05.00.00;76;1251
13.04.2004;06.00.00;149;960
13.04.2004;07.00.00;328;667
13.04.2004;08.00.00;282;620
13.04.2004;09.00.00;206;797
13.04.2004;10.00.00;133;956
13.04.2004;11.00.00;137;934
13.04.2004;12.00.00;116;972
13.04.2004;13.00.00;112;994
13.04.2004;14.00.00;128;935
13.04.2004;15.00.00;145;877
13.04.2004;16.00.00;110;920
13.04.2004;17.00.00;184;755
13.04.2004;18.00.00;243;630
13.04.2004;19.00.00;259;631
13.04.2004;20.00.00;205;726
13.04.2004;21.00.00;144;845
13.04.2004;22.00.00;152;843
13.04.2004;23.00.00;108;925
14.04.2004;00.00.00;64;1032
14.04.2004;01.00.00;73;1086
14.04.2004;02.00.00;47;1207
14.04.2004;03.00.00;-200;1325
14.04.2004;04.00.00;45;1349
14.04.2004;05.00.00;79;1191
14.04.2004;06.00.00;113;947
14.04.2004;07.00.00;263;669
14.04.2004;08.00.00;275;569
14.04.2004;09.00.00;263;659
14.04.2004;10.00.00;183;780
14.04.2004;11.00.00;147;882
14.04.2004;12.00.00;132;859
14.04.2004;13.00.00;-200;877
14.04.2004;14.00.00;-200;788
14.04.2004;15.00.00;-200;790
14.04.2004;16.00.00;-200;895
14.04.2004;17.00.00;-200;826
14.04.2004;18.00.00;-200;799
14.04.2004;19.00.00;-200;789
14.04.2004;20.00.00;-200;675
14.04.2004;21.00.00;-200;730
14.04.2004;22.00.00;-200;870
14.04.2004;23.00.00;-200;964
15.04.2004;00.00.00;-200;1034
15.04.2004;01.00.00;-200;1163
15.04.2004;02.00.00;-200;1243
15.04.2004;03.00.00;-200;1331
15.04.2004;04.00.00;-200;1416
15.04.2004;05.00.00;-200;1255
15.04.2004;06.00.00;-200;906
15.04.2004;07.00.00;-200;625
15.04.2004;08.00.00;-200;609
15.04.2004;09.00.00;309;633
15.04.2004;10.00.00;327;661
15.04.2004;11.00.00;299;661
15.04.2004;12.00.00;257;689
15.04.2004;13.00.00;195;709
15.04.2004;14.00.00;231;681
15.04.2004;15.00.00;170;748
15.04.2004;16.00.00;192;746
15.04.2004;17.00.00;251;594
15.04.2004;18.00.00;289;533
15.04.2004;19.00.00;351;482
15.04.2004;20.00.00;319;553
15.04.2004;21.00.00;264;587
15.04.2004;22.00.00;144;802
15.04.2004;23.00.00;119;877
16.04.2004;00.00.00;120;882
16.04.2004;01.00.00;96;887
16.04.2004;02.00.00;77;899
16.04.2004;03.00.00;-200;1159
16.04.2004;04.00.00;63;1030
16.04.2004;05.00.00;97;941
16.04.2004;06.00.00;180;778
16.04.2004;07.00.00;352;579
16.04.2004;08.00.00;279;636
16.04.2004;09.00.00;186;827
16.04.2004;10.00.00;169;823
16.04.2004;11.00.00;172;781
16.04.2004;12.00.00;127;802
16.04.2004;13.00.00;230;653
16.04.2004;14.00.00;280;613
16.04.2004;15.00.00;242;650
16.04.2004;16.00.00;250;649
16.04.2004;17.00.00;309;582
16.04.2004;18.00.00;270;627
16.04.2004;19.00.00;323;560
16.04.2004;20.00.00;307;627
16.04.2004;21.00.00;224;737
16.04.2004;22.00.00;166;803
16.04.2004;23.00.00;171;794
17.04.2004;00.00.00;169;846
17.04.2004;01.00.00;120;869
17.04.2004;02.00.00;103;887
17.04.2004;03.00.00;-200;958
17.04.2004;04.00.00;-200;1158
17.04.2004;05.00.00;-200;1055
17.04.2004;06.00.00;-200;1002
17.04.2004;07.00.00;-200;905
17.04.2004;08.00.00;-200;849
17.04.2004;09.00.00;-200;911
17.04.2004;10.00.00;-200;838
17.04.2004;11.00.00;-200;969
17.04.2004;12.00.00;-200;1054
17.04.2004;13.00.00;-200;939
17.04.2004;14.00.00;-200;1130
17.04.2004;15.00.00;-200;1054
17.04.2004;16.00.00;-200;1033
17.04.2004;17.00.00;-200;1043
17.04.2004;18.00.00;-200;1014
17.04.2004;19.00.00;-200;909
17.04.2004;20.00.00;-200;900
17.04.2004;21.00.00;-200;1022
17.04.2004;22.00.00;-200;919
17.04.2004;23.00.00;-200;798
18.04.2004;00.00.00;-200;897
18.04.2004;01.00.00;-200;942
18.04.2004;02.00.00;-200;982
18.04.2004;03.00.00;-200;988
18.04.2004;04.00.00;-200;1144
18.04.2004;05.00.00;-200;1309
18.04.2004;06.00.00;-200;1268
18.04.2004;07.00.00;-200;1266
18.04.2004;08.00.00;-200;1154
18.04.2004;09.00.00;-200;1052
18.04.2004;10.00.00;-200;901
18.04.2004;11.00.00;-200;873
18.04.2004;12.00.00;-200;980
18.04.2004;13.00.00;-200;1136
18.04.2004;14.00.00;-200;1140
18.04.2004;15.00.00;-200;929
18.04.2004;16.00.00;-200;921
18.04.2004;17.00.00;-200;916
18.04.2004;18.00.00;-200;876
18.04.2004;19.00.00;-200;744
18.04.2004;20.00.00;-200;847
18.04.2004;21.00.00;-200;854
18.04.2004;22.00.00;-200;920
18.04.2004;23.00.00;-200;826
19.04.2004;00.00.00;-200;871
19.04.2004;01.00.00;-200;1029
19.04.2004;02.00.00;-200;1103
19.04.2004;03.00.00;-200;1275
19.04.2004;04.00.00;-200;1238
19.04.2004;05.00.00;-200;1242
19.04.2004;06.00.00;-200;913
19.04.2004;07.00.00;-200;680
19.04.2004;08.00.00;-200;652
19.04.2004;09.00.00;-200;876
19.04.2004;10.00.00;-200;947
19.04.2004;11.00.00;-200;950
19.04.2004;12.00.00;-200;811
19.04.2004;13.00.00;-200;743
19.04.2004;14.00.00;-200;892
19.04.2004;15.00.00;-200;872
19.04.2004;16.00.00;-200;797
19.04.2004;17.00.00;-200;808
19.04.2004;18.00.00;-200;916
19.04.2004;19.00.00;-200;921
19.04.2004;20.00.00;-200;960
19.04.2004;21.00.00;-200;1085
19.04.2004;22.00.00;-200;1056
19.04.2004;23.00.00;-200;1017
20.04.2004;00.00.00;-200;1136
20.04.2004;01.00.00;-200;1222
20.04.2004;02.00.00;-200;1429
20.04.2004;03.00.00;-200;1587
20.04.2004;04.00.00;-200;1523
20.04.2004;05.00.00;-200;1260
20.04.2004;06.00.00;-200;942
20.04.2004;07.00.00;-200;638
20.04.2004;08.00.00;-200;540
20.04.2004;09.00.00;-200;637
20.04.2004;10.00.00;-200;678
20.04.2004;11.00.00;-200;648
20.04.2004;12.00.00;-200;658
20.04.2004;13.00.00;-200;720
20.04.2004;14.00.00;-200;859
20.04.2004;15.00.00;-200;956
20.04.2004;16.00.00;-200;844
20.04.2004;17.00.00;-200;712
20.04.2004;18.00.00;-200;599
20.04.2004;19.00.00;-200;612
20.04.2004;20.00.00;-200;663
20.04.2004;21.00.00;-200;792
20.04.2004;22.00.00;-200;932
20.04.2004;23.00.00;-200;866
21.04.2004;00.00.00;-200;1071
21.04.2004;01.00.00;-200;976
21.04.2004;02.00.00;-200;1172
21.04.2004;03.00.00;-200;1197
21.04.2004;04.00.00;-200;1301
21.04.2004;05.00.00;-200;1160
21.04.2004;06.00.00;-200;887
21.04.2004;07.00.00;-200;572
21.04.2004;08.00.00;-200;478
21.04.2004;09.00.00;-200;619
21.04.2004;10.00.00;-200;668
21.04.2004;11.00.00;-200;849
21.04.2004;12.00.00;-200;900
21.04.2004;13.00.00;-200;914
21.04.2004;14.00.00;-200;953
21.04.2004;15.00.00;-200;988
21.04.2004;16.00.00;-200;944
21.04.2004;17.00.00;-200;765
21.04.2004;18.00.00;-200;601
21.04.2004;19.00.00;-200;584
21.04.2004;20.00.00;-200;635
21.04.2004;21.00.00;-200;753
21.04.2004;22.00.00;-200;847
21.04.2004;23.00.00;-200;933
22.04.2004;00.00.00;-200;973
22.04.2004;01.00.00;-200;1058
22.04.2004;02.00.00;-200;1141
22.04.2004;03.00.00;-200;1242
22.04.2004;04.00.00;-200;1295
22.04.2004;05.00.00;-200;1276
22.04.2004;06.00.00;-200;990
22.04.2004;07.00.00;-200;767
22.04.2004;08.00.00;-200;623
22.04.2004;09.00.00;-200;593
22.04.2004;10.00.00;-200;694
22.04.2004;11.00.00;-200;766
22.04.2004;12.00.00;-200;814
22.04.2004;13.00.00;-200;893
22.04.2004;14.00.00;-200;908
22.04.2004;15.00.00;-200;824
22.04.2004;16.00.00;-200;806
22.04.2004;17.00.00;-200;679
22.04.2004;18.00.00;-200;661
22.04.2004;19.00.00;-200;587
22.04.2004;20.00.00;-200;701
22.04.2004;21.00.00;-200;835
22.04.2004;22.00.00;-200;982
22.04.2004;23.00.00;-200;976
23.04.2004;00.00.00;-200;873
23.04.2004;01.00.00;-200;958
23.04.2004;02.00.00;-200;1155
23.04.2004;03.00.00;-200;1202
23.04.2004;04.00.00;-200;1213
23.04.2004;05.00.00;59;1186
23.04.2004;06.00.00;72;1041
23.04.2004;07.00.00;244;627
23.04.2004;08.00.00;351;523
23.04.2004;09.00.00;358;621
23.04.2004;10.00.00;245;706
23.04.2004;11.00.00;240;677
23.04.2004;12.00.00;179;728
23.04.2004;13.00.00;160;757
23.04.2004;14.00.00;174;729
23.04.2004;15.00.00;260;680
23.04.2004;16.00.00;281;679
23.04.2004;17.00.00;284;599
23.04.2004;18.00.00;250;615
23.04.2004;19.00.00;281;557
23.04.2004;20.00.00;230;660
23.04.2004;21.00.00;98;816
23.04.2004;22.00.00;121;770
23.04.2004;23.00.00;110;777
24.04.2004;00.00.00;161;736
24.04.2004;01.00.00;148;707
24.04.2004;02.00.00;109;827
24.04.2004;03.00.00;-200;916
24.04.2004;04.00.00;45;1045
24.04.2004;05.00.00;71;1045
24.04.2004;06.00.00;75;931
24.04.2004;07.00.00;106;794
24.04.2004;08.00.00;166;681
24.04.2004;09.00.00;188;685
24.04.2004;10.00.00;161;787
24.04.2004;11.00.00;139;765
24.04.2004;12.00.00;134;738
24.04.2004;13.00.00;84;879
24.04.2004;14.00.00;98;798
24.04.2004;15.00.00;91;884
24.04.2004;16.00.00;99;845
24.04.2004;17.00.00;90;860
24.04.2004;18.00.00;147;725
24.04.2004;19.00.00;177;661
24.04.2004;20.00.00;162;651
24.04.2004;21.00.00;88;906
24.04.2004;22.00.00;53;1157
24.04.2004;23.00.00;68;1157
25.04.2004;00.00.00;61;1181
25.04.2004;01.00.00;71;1131
25.04.2004;02.00.00;63;1161
25.04.2004;03.00.00;-200;1083
25.04.2004;04.00.00;23;1535
25.04.2004;05.00.00;14;1783
25.04.2004;06.00.00;34;1718
25.04.2004;07.00.00;42;1496
25.04.2004;08.00.00;40;1476
25.04.2004;09.00.00;48;1370
25.04.2004;10.00.00;61;1346
25.04.2004;11.00.00;58;1320
25.04.2004;12.00.00;57;1290
25.04.2004;13.00.00;54;1389
25.04.2004;14.00.00;41;1488
25.04.2004;15.00.00;57;1343
25.04.2004;16.00.00;83;1274
25.04.2004;17.00.00;81;1228
25.04.2004;18.00.00;98;1122
25.04.2004;19.00.00;124;883
25.04.2004;20.00.00;133;976
25.04.2004;21.00.00;100;1103
25.04.2004;22.00.00;116;875
25.04.2004;23.00.00;102;1013
26.04.2004;00.00.00;55;1192
26.04.2004;01.00.00;33;1361
26.04.2004;02.00.00;17;1513
26.04.2004;03.00.00;-200;1722
26.04.2004;04.00.00;10;1826
26.04.2004;05.00.00;35;1575
26.04.2004;06.00.00;70;1271
26.04.2004;07.00.00;116;982
26.04.2004;08.00.00;134;917
26.04.2004;09.00.00;113;1080
26.04.2004;10.00.00;110;1102
26.04.2004;11.00.00;98;1098
26.04.2004;12.00.00;96;1038
26.04.2004;13.00.00;95;1018
26.04.2004;14.00.00;86;1065
26.04.2004;15.00.00;86;1060
26.04.2004;16.00.00;91;1034
26.04.2004;17.00.00;119;864
26.04.2004;18.00.00;147;787
26.04.2004;19.00.00;135;811
26.04.2004;20.00.00;124;907
26.04.2004;21.00.00;89;1000
26.04.2004;22.00.00;79;1057
26.04.2004;23.00.00;63;1158
27.04.2004;00.00.00;39;1351
27.04.2004;01.00.00;25;1424
27.04.2004;02.00.00;19;1385
27.04.2004;03.00.00;-200;1423
27.04.2004;04.00.00;34;1236
27.04.2004;05.00.00;58;1143
27.04.2004;06.00.00;112;843
27.04.2004;07.00.00;314;589
27.04.2004;08.00.00;240;630
27.04.2004;09.00.00;128;938
27.04.2004;10.00.00;141;968
27.04.2004;11.00.00;118;979
27.04.2004;12.00.00;132;829
27.04.2004;13.00.00;150;773
27.04.2004;14.00.00;121;898
27.04.2004;15.00.00;149;840
27.04.2004;16.00.00;120;903
27.04.2004;17.00.00;155;817
27.04.2004;18.00.00;172;766
27.04.2004;19.00.00;177;702
27.04.2004;20.00.00;181;716
27.04.2004;21.00.00;135;811
27.04.2004;22.00.00;99;905
27.04.2004;23.00.00;111;806
28.04.2004;00.00.00;72;880
28.04.2004;01.00.00;54;999
28.04.2004;02.00.00;41;1139
28.04.2004;03.00.00;-200;1167
28.04.2004;04.00.00;24;1209
28.04.2004;05.00.00;29;1191
28.04.2004;06.00.00;76;892
28.04.2004;07.00.00;321;529
28.04.2004;08.00.00;274;571
28.04.2004;09.00.00;322;577
28.04.2004;10.00.00;255;692
28.04.2004;11.00.00;196;723
28.04.2004;12.00.00;136;755
28.04.2004;13.00.00;119;748
28.04.2004;14.00.00;169;684
28.04.2004;15.00.00;197;701
28.04.2004;16.00.00;140;768
28.04.2004;17.00.00;178;680
28.04.2004;18.00.00;223;567
28.04.2004;19.00.00;222;562
28.04.2004;20.00.00;265;597
28.04.2004;21.00.00;151;764
28.04.2004;22.00.00;79;845
28.04.2004;23.00.00;87;788
29.04.2004;00.00.00;88;838
29.04.2004;01.00.00;51;923
29.04.2004;02.00.00;34;1115
29.04.2004;03.00.00;-200;1154
29.04.2004;04.00.00;31;1168
29.04.2004;05.00.00;76;1038
29.04.2004;06.00.00;139;827
29.04.2004;07.00.00;293;539
29.04.2004;08.00.00;368;461
29.04.2004;09.00.00;250;648
29.04.2004;10.00.00;145;875
29.04.2004;11.00.00;110;971
29.04.2004;12.00.00;104;829
29.04.2004;13.00.00;205;656
29.04.2004;14.00.00;201;654
29.04.2004;15.00.00;266;614
29.04.2004;16.00.00;246;615
29.04.2004;17.00.00;247;579
29.04.2004;18.00.00;271;553
29.04.2004;19.00.00;332;502
29.04.2004;20.00.00;245;608
29.04.2004;21.00.00;180;646
29.04.2004;22.00.00;156;694
29.04.2004;23.00.00;172;681
30.04.2004;00.00.00;137;733
30.04.2004;01.00.00;91;830
30.04.2004;02.00.00;80;897
30.04.2004;03.00.00;-200;963
30.04.2004;04.00.00;46;1009
30.04.2004;05.00.00;68;1005
30.04.2004;06.00.00;162;818
30.04.2004;07.00.00;213;662
30.04.2004;08.00.00;161;638
30.04.2004;09.00.00;209;685
30.04.2004;10.00.00;191;736
30.04.2004;11.00.00;215;707
30.04.2004;12.00.00;212;673
30.04.2004;13.00.00;202;643
30.04.2004;14.00.00;153;695
30.04.2004;15.00.00;185;699
30.04.2004;16.00.00;210;644
30.04.2004;17.00.00;215;641
30.04.2004;18.00.00;215;622
30.04.2004;19.00.00;281;555
30.04.2004;20.00.00;254;625
30.04.2004;21.00.00;189;684
30.04.2004;22.00.00;174;689
30.04.2004;23.00.00;167;718
01.05.2004;00.00.00;185;709
01.05.2004;01.00.00;129;826
01.05.2004;02.00.00;85;939
01.05.2004;03.00.00;-200;950
01.05.2004;04.00.00;35;1134
01.05.2004;05.00.00;24;1205
01.05.2004;06.00.00;30;1180
01.05.2004;07.00.00;75;916
01.05.2004;08.00.00;79;926
01.05.2004;09.00.00;104;854
01.05.2004;10.00.00;118;886
01.05.2004;11.00.00;105;909
01.05.2004;12.00.00;101;901
01.05.2004;13.00.00;65;1044
01.05.2004;14.00.00;59;1029
01.05.2004;15.00.00;80;928
01.05.2004;16.00.00;98;949
01.05.2004;17.00.00;89;948
01.05.2004;18.00.00;114;849
01.05.2004;19.00.00;195;759
01.05.2004;20.00.00;156;835
01.05.2004;21.00.00;109;866
01.05.2004;22.00.00;184;727
01.05.2004;23.00.00;190;765
02.05.2004;00.00.00;105;876
02.05.2004;01.00.00;76;893
02.05.2004;02.00.00;38;989
02.05.2004;03.00.00;-200;910
02.05.2004;04.00.00;26;1141
02.05.2004;05.00.00;33;1212
02.05.2004;06.00.00;57;1138
02.05.2004;07.00.00;48;1036
02.05.2004;08.00.00;87;951
02.05.2004;09.00.00;94;920
02.05.2004;10.00.00;89;890
02.05.2004;11.00.00;78;1015
02.05.2004;12.00.00;72;1031
02.05.2004;13.00.00;64;1086
02.05.2004;14.00.00;70;1010
02.05.2004;15.00.00;92;948
02.05.2004;16.00.00;69;1047
02.05.2004;17.00.00;131;884
02.05.2004;18.00.00;144;809
02.05.2004;19.00.00;209;736
02.05.2004;20.00.00;170;789
02.05.2004;21.00.00;152;840
02.05.2004;22.00.00;171;858
02.05.2004;23.00.00;153;923
03.05.2004;00.00.00;97;903
03.05.2004;01.00.00;37;1169
03.05.2004;02.00.00;26;1228
03.05.2004;03.00.00;-200;1284
03.05.2004;04.00.00;25;1256
03.05.2004;05.00.00;61;1067
03.05.2004;06.00.00;152;815
03.05.2004;07.00.00;283;577
03.05.2004;08.00.00;320;518
03.05.2004;09.00.00;318;597
03.05.2004;10.00.00;201;742
03.05.2004;11.00.00;135;858
03.05.2004;12.00.00;127;886
03.05.2004;13.00.00;102;911
03.05.2004;14.00.00;74;947
03.05.2004;15.00.00;81;896
03.05.2004;16.00.00;129;790
03.05.2004;17.00.00;190;630
03.05.2004;18.00.00;192;623
03.05.2004;19.00.00;163;660
03.05.2004;20.00.00;149;692
03.05.2004;21.00.00;119;777
03.05.2004;22.00.00;61;967
03.05.2004;23.00.00;84;872
04.05.2004;00.00.00;79;936
04.05.2004;01.00.00;58;1038
04.05.2004;02.00.00;32;1189
04.05.2004;03.00.00;-200;1308
04.05.2004;04.00.00;21;1335
04.05.2004;05.00.00;49;1117
04.05.2004;06.00.00;180;780
04.05.2004;07.00.00;302;552
04.05.2004;08.00.00;258;556
04.05.2004;09.00.00;192;649
04.05.2004;10.00.00;84;898
04.05.2004;11.00.00;128;753
04.05.2004;12.00.00;145;725
04.05.2004;13.00.00;132;772
04.05.2004;14.00.00;136;753
04.05.2004;15.00.00;140;753
04.05.2004;16.00.00;55;971
04.05.2004;17.00.00;67;836
04.05.2004;18.00.00;191;612
04.05.2004;19.00.00;227;602
04.05.2004;20.00.00;264;591
04.05.2004;21.00.00;196;766
04.05.2004;22.00.00;43;1096
04.05.2004;23.00.00;58;1054
05.05.2004;00.00.00;33;1282
05.05.2004;01.00.00;14;1480
05.05.2004;02.00.00;18;1450
05.05.2004;03.00.00;-200;1327
05.05.2004;04.00.00;28;1267
05.05.2004;05.00.00;56;1109
05.05.2004;06.00.00;108;912
05.05.2004;07.00.00;251;630
05.05.2004;08.00.00;-200;571
05.05.2004;09.00.00;255;620
05.05.2004;10.00.00;214;737
05.05.2004;11.00.00;190;735
05.05.2004;12.00.00;182;709
05.05.2004;13.00.00;202;618
05.05.2004;14.00.00;224;631
05.05.2004;15.00.00;221;684
05.05.2004;16.00.00;126;824
05.05.2004;17.00.00;79;857
05.05.2004;18.00.00;137;717
05.05.2004;19.00.00;68;881
05.05.2004;20.00.00;96;850
05.05.2004;21.00.00;111;918
05.05.2004;22.00.00;56;1130
05.05.2004;23.00.00;81;1059
06.05.2004;00.00.00;79;1085
06.05.2004;01.00.00;46;1201
06.05.2004;02.00.00;19;1534
06.05.2004;03.00.00;-200;1635
06.05.2004;04.00.00;15;1625
06.05.2004;05.00.00;48;1366
06.05.2004;06.00.00;128;1048
06.05.2004;07.00.00;193;729
06.05.2004;08.00.00;203;652
06.05.2004;09.00.00;220;705
06.05.2004;10.00.00;161;789
06.05.2004;11.00.00;135;869
06.05.2004;12.00.00;57;1035
06.05.2004;13.00.00;91;874
06.05.2004;14.00.00;219;733
06.05.2004;15.00.00;239;741
06.05.2004;16.00.00;209;730
06.05.2004;17.00.00;169;804
06.05.2004;18.00.00;92;892
06.05.2004;19.00.00;107;824
06.05.2004;20.00.00;122;870
06.05.2004;21.00.00;100;973
06.05.2004;22.00.00;51;1133
06.05.2004;23.00.00;93;938
07.05.2004;00.00.00;145;879
07.05.2004;01.00.00;106;896
07.05.2004;02.00.00;46;1160
07.05.2004;03.00.00;-200;1227
07.05.2004;04.00.00;32;1269
07.05.2004;05.00.00;51;1260
07.05.2004;06.00.00;89;964
07.05.2004;07.00.00;214;657
07.05.2004;08.00.00;196;621
07.05.2004;09.00.00;224;741
07.05.2004;10.00.00;174;878
07.05.2004;11.00.00;90;1027
07.05.2004;12.00.00;89;989
07.05.2004;13.00.00;132;904
07.05.2004;14.00.00;114;940
07.05.2004;15.00.00;107;937
07.05.2004;16.00.00;140;869
07.05.2004;17.00.00;187;691
07.05.2004;18.00.00;222;684
07.05.2004;19.00.00;117;857
07.05.2004;20.00.00;89;940
07.05.2004;21.00.00;130;922
07.05.2004;22.00.00;133;927
07.05.2004;23.00.00;144;954
08.05.2004;00.00.00;99;1003
08.05.2004;01.00.00;102;1084
08.05.2004;02.00.00;27;1483
08.05.2004;03.00.00;-200;1482
08.05.2004;04.00.00;-200;1544
08.05.2004;05.00.00;-200;1480
08.05.2004;06.00.00;-200;1243
08.05.2004;07.00.00;-200;1028
08.05.2004;08.00.00;-200;857
08.05.2004;09.00.00;-200;884
08.05.2004;10.00.00;-200;910
08.05.2004;11.00.00;-200;791
08.05.2004;12.00.00;-200;760
08.05.2004;13.00.00;-200;827
08.05.2004;14.00.00;-200;1053
08.05.2004;15.00.00;-200;1003
08.05.2004;16.00.00;-200;1073
08.05.2004;17.00.00;-200;992
08.05.2004;18.00.00;-200;913
08.05.2004;19.00.00;-200;720
08.05.2004;20.00.00;-200;714
08.05.2004;21.00.00;-200;835
08.05.2004;22.00.00;-200;858
08.05.2004;23.00.00;-200;979
09.05.2004;00.00.00;-200;952
09.05.2004;01.00.00;-200;862
09.05.2004;02.00.00;-200;879
09.05.2004;03.00.00;-200;848
09.05.2004;04.00.00;-200;856
09.05.2004;05.00.00;-200;825
09.05.2004;06.00.00;-200;987
09.05.2004;07.00.00;-200;1050
09.05.2004;08.00.00;-200;1266
09.05.2004;09.00.00;-200;1068
09.05.2004;10.00.00;-200;1025
09.05.2004;11.00.00;-200;1008
09.05.2004;12.00.00;-200;940
09.05.2004;13.00.00;-200;1041
09.05.2004;14.00.00;-200;997
09.05.2004;15.00.00;-200;892
09.05.2004;16.00.00;-200;1048
09.05.2004;17.00.00;-200;1011
09.05.2004;18.00.00;-200;972
09.05.2004;19.00.00;-200;850
09.05.2004;20.00.00;-200;833
09.05.2004;21.00.00;-200;889
09.05.2004;22.00.00;-200;866
09.05.2004;23.00.00;-200;845
10.05.2004;00.00.00;-200;951
10.05.2004;01.00.00;-200;1172
10.05.2004;02.00.00;-200;1361
10.05.2004;03.00.00;-200;1462
10.05.2004;04.00.00;-200;1304
10.05.2004;05.00.00;-200;1213
10.05.2004;06.00.00;-200;837
10.05.2004;07.00.00;-200;523
10.05.2004;08.00.00;-200;490
10.05.2004;09.00.00;257;633
10.05.2004;10.00.00;178;731
10.05.2004;11.00.00;145;767
10.05.2004;12.00.00;137;735
10.05.2004;13.00.00;139;751
10.05.2004;14.00.00;130;753
10.05.2004;15.00.00;148;800
10.05.2004;16.00.00;120;810
10.05.2004;17.00.00;132;749
10.05.2004;18.00.00;188;651
10.05.2004;19.00.00;204;597
10.05.2004;20.00.00;167;698
10.05.2004;21.00.00;128;775
10.05.2004;22.00.00;106;842
10.05.2004;23.00.00;88;986
11.05.2004;00.00.00;77;961
11.05.2004;01.00.00;36;1187
11.05.2004;02.00.00;28;1366
11.05.2004;03.00.00;-200;1327
11.05.2004;04.00.00;46;1305
11.05.2004;05.00.00;55;1135
11.05.2004;06.00.00;135;882
11.05.2004;07.00.00;327;555
11.05.2004;08.00.00;383;508
11.05.2004;09.00.00;366;554
11.05.2004;10.00.00;322;605
11.05.2004;11.00.00;188;712
11.05.2004;12.00.00;144;776
11.05.2004;13.00.00;132;765
11.05.2004;14.00.00;117;826
11.05.2004;15.00.00;121;824
11.05.2004;16.00.00;124;832
11.05.2004;17.00.00;188;674
11.05.2004;18.00.00;226;573
11.05.2004;19.00.00;266;528
11.05.2004;20.00.00;269;568
11.05.2004;21.00.00;183;632
11.05.2004;22.00.00;167;673
11.05.2004;23.00.00;138;706
12.05.2004;00.00.00;105;805
12.05.2004;01.00.00;54;964
12.05.2004;02.00.00;58;967
12.05.2004;03.00.00;-200;1089
12.05.2004;04.00.00;37;1132
12.05.2004;05.00.00;84;996
12.05.2004;06.00.00;134;800
12.05.2004;07.00.00;279;560
12.05.2004;08.00.00;333;452
12.05.2004;09.00.00;336;525
12.05.2004;10.00.00;280;568
12.05.2004;11.00.00;275;627
12.05.2004;12.00.00;207;576
12.05.2004;13.00.00;305;496
12.05.2004;14.00.00;236;658
12.05.2004;15.00.00;183;713
12.05.2004;16.00.00;162;724
12.05.2004;17.00.00;157;727
12.05.2004;18.00.00;136;748
12.05.2004;19.00.00;166;740
12.05.2004;20.00.00;136;846
12.05.2004;21.00.00;112;959
12.05.2004;22.00.00;87;1026
12.05.2004;23.00.00;86;989
13.05.2004;00.00.00;98;949
13.05.2004;01.00.00;62;1045
13.05.2004;02.00.00;32;1201
13.05.2004;03.00.00;-200;1412
13.05.2004;04.00.00;21;1554
13.05.2004;05.00.00;41;1409
13.05.2004;06.00.00;86;1069
13.05.2004;07.00.00;174;815
13.05.2004;08.00.00;264;645
13.05.2004;09.00.00;211;783
13.05.2004;10.00.00;208;774
13.05.2004;11.00.00;139;907
13.05.2004;12.00.00;138;846
13.05.2004;13.00.00;142;789
13.05.2004;14.00.00;131;891
13.05.2004;15.00.00;132;818
13.05.2004;16.00.00;178;691
13.05.2004;17.00.00;228;605
13.05.2004;18.00.00;232;636
13.05.2004;19.00.00;204;612
13.05.2004;20.00.00;250;594
13.05.2004;21.00.00;208;656
13.05.2004;22.00.00;158;746
13.05.2004;23.00.00;197;648
14.05.2004;00.00.00;152;654
14.05.2004;01.00.00;112;740
14.05.2004;02.00.00;75;883
14.05.2004;03.00.00;-200;978
14.05.2004;04.00.00;74;908
14.05.2004;05.00.00;116;894
14.05.2004;06.00.00;118;882
14.05.2004;07.00.00;272;601
14.05.2004;08.00.00;-200;527
14.05.2004;09.00.00;258;723
14.05.2004;10.00.00;186;815
14.05.2004;11.00.00;130;923
14.05.2004;12.00.00;134;905
14.05.2004;13.00.00;148;843
14.05.2004;14.00.00;147;869
14.05.2004;15.00.00;123;907
14.05.2004;16.00.00;138;882
14.05.2004;17.00.00;162;836
14.05.2004;18.00.00;214;748
14.05.2004;19.00.00;230;706
14.05.2004;20.00.00;191;792
14.05.2004;21.00.00;128;869
14.05.2004;22.00.00;138;803
14.05.2004;23.00.00;126;844
15.05.2004;00.00.00;107;843
15.05.2004;01.00.00;67;964
15.05.2004;02.00.00;55;964
15.05.2004;03.00.00;-200;975
15.05.2004;04.00.00;48;1043
15.05.2004;05.00.00;33;1171
15.05.2004;06.00.00;41;1091
15.05.2004;07.00.00;106;890
15.05.2004;08.00.00;208;727
15.05.2004;09.00.00;193;712
15.05.2004;10.00.00;191;802
15.05.2004;11.00.00;113;1015
15.05.2004;12.00.00;111;997
15.05.2004;13.00.00;106;998
15.05.2004;14.00.00;82;1124
15.05.2004;15.00.00;79;1056
15.05.2004;16.00.00;90;1059
15.05.2004;17.00.00;104;1037
15.05.2004;18.00.00;148;910
15.05.2004;19.00.00;158;878
15.05.2004;20.00.00;234;780
15.05.2004;21.00.00;163;852
