Date;Time;T;RH;AH
02.04.2004;13.00.00;23,6;31,3;0,9001
02.04.2004;14.00.00;24,7;30,5;0,9371
02.04.2004;15.00.00;26,1;27,3;0,9101
02.04.2004;16.00.00;27,6;22,8;0,8288
02.04.2004;17.00.00;26,9;22,3;0,7792
02.04.2004;18.00.00;24,3;30,1;0,9012
02.04.2004;19.00.00;21,2;40,1;0,9978
02.04.2004;20.00.00;19,4;42,5;0,9483
02.04.2004;21.00.00;18,5;43;0,9074
02.04.2004;22.00.00;17,8;47;0,9467
02.04.2004;23.00.00;16,8;53,2;1,01
03.04.2004;00.00.00;17,1;51,8;0,999
03.04.2004;01.00.00;16,2;54,2;0,9933
03.04.2004;02.00.00;15,1;58,2;0,9886
03.04.2004;03.00.00;15,1;57,6;0,9796
03.04.2004;04.00.00;14,5;58;0,9488
03.04.2004;05.00.00;13,7;61,6;0,9631
03.04.2004;06.00.00;13,9;59,6;0,9408
03.04.2004;07.00.00;13,3;61,7;0,9399
03.04.2004;08.00.00;15,1;55,8;0,9486
03.04.2004;09.00.00;17;50,5;0,9684
03.04.2004;10.00.00;19,7;43,3;0,9837
03.04.2004;11.00.00;20,7;41,7;1,0092
03.04.2004;12.00.00;23,3;35,8;1,0098
03.04.2004;13.00.00;23,8;30,5;0,8897
03.04.2004;14.00.00;24,8;27;0,8325
03.04.2004;15.00.00;25;27,5;0,8575
03.04.2004;16.00.00;25,8;26,5;0,8675
03.04.2004;17.00.00;25,1;27,1;0,8496
03.04.2004;18.00.00;23,7;28,6;0,8273
03.04.2004;19.00.00;22,1;36,8;0,9681
03.04.2004;20.00.00;19,9;47,5;1,0912
03.04.2004;21.00.00;18,7;50,4;1,0772
03.04.2004;22.00.00;18,1;51,3;1,0587
03.04.2004;23.00.00;17,5;53,8;1,0648
04.04.2004;00.00.00;16,7;56,5;1,0634
04.04.2004;01.00.00;15,9;59,2;1,0635
04.04.2004;02.00.00;15,2;62,4;1,0726
04.04.2004;03.00.00;14,7;65;1,0766
04.04.2004;04.00.00;14,3;65,3;1,0594
04.04.2004;05.00.00;13,7;66,5;1,0393
04.04.2004;06.00.00;12,9;69,1;1,0264
04.04.2004;07.00.00;13,7;64,8;1,0135
04.04.2004;08.00.00;15,3;59;1,0181
04.04.2004;09.00.00;18,1;49,8;1,0272
04.04.2004;10.00.00;21,5;40,7;1,0301
04.04.2004;11.00.00;23,3;37,1;1,0457
04.04.2004;12.00.00;25,1;33,8;1,0594
04.04.2004;13.00.00;25,6;32,1;1,0393
04.04.2004;14.00.00;25,8;31,1;1,0143
04.04.2004;15.00.00;26,1;30,8;1,0253
04.04.2004;16.00.00;24,4;36;1,085
04.04.2004;17.00.00;23;36,2;1,0053
04.04.2004;18.00.00;22,1;39,3;1,0336
04.04.2004;19.00.00;19,8;44,6;1,0208
04.04.2004;20.00.00;18,5;48,9;1,0323
04.04.2004;21.00.00;16,6;56,1;1,0481
04.04.2004;22.00.00;15,8;58,8;1,0464
04.04.2004;23.00.00;15,3;60,8;1,0501
05.04.2004;00.00.00;14,7;64,4;1,0717
05.04.2004;01.00.00;14,8;63,3;1,0584
05.04.2004;02.00.00;15;61,5;1,0418
05.04.2004;03.00.00;15,5;56,9;0,9961
05.04.2004;04.00.00;16;54;0,9742
05.04.2004;05.00.00;13,5;63,9;0,9809
05.04.2004;06.00.00;12,9;65,3;0,9688
05.04.2004;07.00.00;13,4;62,5;0,9582
05.04.2004;08.00.00;14,5;58,8;0,963
05.04.2004;09.00.00;15,3;56,7;0,9773
05.04.2004;10.00.00;15,6;57,4;1,0075
05.04.2004;11.00.00;16,6;55,2;1,0382
05.04.2004;12.00.00;17;54,3;1,0434
05.04.2004;13.00.00;18;51,5;1,0552
05.04.2004;14.00.00;19,5;47,5;1,0653
05.04.2004;15.00.00;21,6;41,7;1,0606
05.04.2004;16.00.00;22,2;38,3;1,0106
05.04.2004;17.00.00;20,3;42,8;1,0053
05.04.2004;18.00.00;19,7;45,4;1,0312
05.04.2004;19.00.00;18,8;47,5;1,0199
05.04.2004;20.00.00;17,9;49,4;1,0064
05.04.2004;21.00.00;17,5;50,9;1,009
05.04.2004;22.00.00;17,4;51,8;1,023
05.04.2004;23.00.00;17;53,9;1,0363
06.04.2004;00.00.00;16,6;55,4;1,0408
06.04.2004;01.00.00;15,9;57;1,0224
06.04.2004;02.00.00;15;59,2;1,0059
06.04.2004;03.00.00;14,5;61,4;1,0041
06.04.2004;04.00.00;14,1;61,6;0,9883
06.04.2004;05.00.00;14,6;58,8;0,9711
06.04.2004;06.00.00;14,4;58,9;0,9594
06.04.2004;07.00.00;15,3;55,2;0,9538
06.04.2004;08.00.00;16,2;52,5;0,9576
06.04.2004;09.00.00;18,4;46,3;0,9734
06.04.2004;10.00.00;19,6;41,8;0,9407
06.04.2004;11.00.00;20,2;40,1;0,937
06.04.2004;12.00.00;20,9;36,6;0,8939
06.04.2004;13.00.00;20,4;34,7;0,8229
06.04.2004;14.00.00;19,3;35,4;0,7813
06.04.2004;15.00.00;18,6;36,9;0,7829
06.04.2004;16.00.00;18,8;36,8;0,7883
06.04.2004;17.00.00;17,5;40,6;0,8068
06.04.2004;18.00.00;16,8;44,3;0,8428
06.04.2004;19.00.00;16,3;47,7;0,8746
06.04.2004;20.00.00;15,6;50,7;0,8947
06.04.2004;21.00.00;15,7;49,4;0,8768
06.04.2004;22.00.00;15,8;48,6;0,8653
06.04.2004;23.00.00;15,7;47;0,8325
07.04.2004;00.00.00;15,7;45,9;0,8121
07.04.2004;01.00.00;15,6;44,9;0,792
07.04.2004;02.00.00;15,6;44,4;0,7827
07.04.2004;03.00.00;16,1;42,4;0,7718
07.04.2004;04.00.00;15,7;45,4;0,8063
07.04.2004;05.00.00;15,3;50,1;0,8617
07.04.2004;06.00.00;14,2;58,6;0,9443
07.04.2004;07.00.00;14,3;58,2;0,9431
07.04.2004;08.00.00;15;52;0,8817
07.04.2004;09.00.00;13,6;61,4;0,9519
07.04.2004;10.00.00;16,1;53,1;0,9675
07.04.2004;11.00.00;16,6;44,3;0,8294
07.04.2004;12.00.00;17,4;40,3;0,7922
07.04.2004;13.00.00;18,1;42,2;0,8679
07.04.2004;14.00.00;14,4;51,8;0,8433
07.04.2004;15.00.00;10,9;76,4;0,9953
07.04.2004;16.00.00;16,4;47,7;0,8819
07.04.2004;17.00.00;18;37,1;0,7598
07.04.2004;18.00.00;14,7;48,7;0,8089
07.04.2004;19.00.00;11,3;71,3;0,9514
07.04.2004;20.00.00;10;74;0,9087
07.04.2004;21.00.00;9,8;71,8;0,8702
07.04.2004;22.00.00;9,3;75,2;0,8796
07.04.2004;23.00.00;9,6;76;0,9088
08.04.2004;00.00.00;9,3;75;0,8799
08.04.2004;01.00.00;9;76,7;0,8825
08.04.2004;02.00.00;8,2;79,6;0,8672
08.04.2004;03.00.00;7,6;80,6;0,8437
08.04.2004;04.00.00;8,3;75,6;0,8302
08.04.2004;05.00.00;8,1;72,1;0,7798
08.04.2004;06.00.00;8,1;70,4;0,7609
08.04.2004;07.00.00;8,1;70,5;0,7627
08.04.2004;08.00.00;9,9;64,3;0,7859
08.04.2004;09.00.00;13;54,2;0,809
08.04.2004;10.00.00;16,5;42,6;0,7912
08.04.2004;11.00.00;19,3;34,2;0,7566
08.04.2004;12.00.00;21,5;27,4;0,6941
08.04.2004;13.00.00;20,4;26,7;0,6323
08.04.2004;14.00.00;20,6;22,6;0,5432
08.04.2004;15.00.00;20,6;24,8;0,5931
08.04.2004;16.00.00;21;25,4;0,6264
08.04.2004;17.00.00;21,5;24,5;0,6203
08.04.2004;18.00.00;19,3;28,6;0,6357
08.04.2004;19.00.00;18;32,9;0,6737
08.04.2004;20.00.00;15,8;39,8;0,7096
08.04.2004;21.00.00;15,3;41,5;0,7194
08.04.2004;22.00.00;14,1;46;0,7363
08.04.2004;23.00.00;-200;-200;-200
09.04.2004;00.00.00;-200;-200;-200
09.04.2004;01.00.00;-200;-200;-200
09.04.2004;02.00.00;-200;-200;-200
09.04.2004;03.00.00;-200;-200;-200
09.04.2004;04.00.00;-200;-200;-200
09.04.2004;05.00.00;-200;-200;-200
09.04.2004;06.00.00;-200;-200;-200
09.04.2004;07.00.00;-200;-200;-200
09.04.2004;08.00.00;-200;-200;-200
09.04.2004;09.00.00;-200;-200;-200
09.04.2004;10.00.00;-200;-200;-200
09.04.2004;11.00.00;-200;-200;-200
09.04.2004;12.00.00;-200;-200;-200
09.04.2004;13.00.00;-200;-200;-200
09.04.2004;14.00.00;-200;-200;-200
09.04.2004;15.00.00;-200;-200;-200
09.04.2004;16.00.00;-200;-200;-200
09.04.2004;17.00.00;-200;-200;-200
09.04.2004;18.00.00;-200;-200;-200
09.04.2004;19.00.00;-200;-200;-200
09.04.2004;20.00.00;-200;-200;-200
09.04.2004;21.00.00;-200;-200;-200
09.04.2004;22.00.00;-200;-200;-200
09.04.2004;23.00.00;12;67,9;0,9523
10.04.2004;00.00.00;12;66,9;0,9336
10.04.2004;01.00.00;11,5;70,1;0,9503
10.04.2004;02.00.00;11,4;69,8;0,939
10.04.2004;03.00.00;11,1;69,3;0,9128
10.04.2004;04.00.00;10,8;70,3;0,9092
10.04.2004;05.00.00;10,2;73,4;0,9129
10.04.2004;06.00.00;10,8;70,5;0,9142
10.04.2004;07.00.00;11;71;0,9279
10.04.2004;08.00.00;12,4;64;0,9206
10.04.2004;09.00.00;15;53,1;0,8993
10.04.2004;10.00.00;16,6;44,4;0,8313
10.04.2004;11.00.00;18;38,4;0,7862
10.04.2004;12.00.00;20,6;30;0,7213
10.04.2004;13.00.00;19,9;26,7;0,6137
10.04.2004;14.00.00;19,8;23,1;0,5283
10.04.2004;15.00.00;21,4;22,7;0,5722
10.04.2004;16.00.00;22,1;21,3;0,5605
10.04.2004;17.00.00;21,1;24,5;0,604
10.04.2004;18.00.00;18,3;31,6;0,6562
10.04.2004;19.00.00;16,1;35;0,6372
10.04.2004;20.00.00;14,8;41,5;0,6929
10.04.2004;21.00.00;13,2;50,3;0,7577
10.04.2004;22.00.00;12,3;55,5;0,7916
10.04.2004;23.00.00;11,8;56,6;0,7833
11.04.2004;00.00.00;11,2;56,2;0,7469
11.04.2004;01.00.00;11;56,6;0,7418
11.04.2004;02.00.00;9,3;64,3;0,7531
11.04.2004;03.00.00;8,8;66;0,7501
11.04.2004;04.00.00;7,8;70,4;0,7463
11.04.2004;05.00.00;7,7;70,7;0,7463
11.04.2004;06.00.00;7,4;71;0,7346
11.04.2004;07.00.00;8,2;66,6;0,7283
11.04.2004;08.00.00;8,7;64,3;0,7267
11.04.2004;09.00.00;13;47,9;0,7116
11.04.2004;10.00.00;17,4;35,4;0,699
11.04.2004;11.00.00;20,2;29,2;0,683
11.04.2004;12.00.00;22,7;22,9;0,6224
11.04.2004;13.00.00;22,3;22,4;0,5955
11.04.2004;14.00.00;22,2;18,9;0,4993
11.04.2004;15.00.00;22;19;0,4969
11.04.2004;16.00.00;21;23,6;0,5788
11.04.2004;17.00.00;19,6;27,4;0,6162
11.04.2004;18.00.00;17,9;30,8;0,6258
11.04.2004;19.00.00;16,4;35,3;0,6532
11.04.2004;20.00.00;15,6;37,5;0,6575
11.04.2004;21.00.00;15,5;36,7;0,6438
11.04.2004;22.00.00;14,5;39;0,6428
11.04.2004;23.00.00;14,2;38,2;0,6163
12.04.2004;00.00.00;13,7;38,3;0,5957
12.04.2004;01.00.00;14,1;34;0,5442
12.04.2004;02.00.00;14,6;34;0,5605
12.04.2004;03.00.00;14,4;32,8;0,5364
12.04.2004;04.00.00;13,9;30,9;0,4868
12.04.2004;05.00.00;13,5;37,9;0,5852
12.04.2004;06.00.00;13,9;43,6;0,6871
12.04.2004;07.00.00;13,5;50,1;0,7706
12.04.2004;08.00.00;13,3;53,6;0,8169
12.04.2004;09.00.00;13,4;56;0,8576
12.04.2004;10.00.00;13;59,6;0,886
12.04.2004;11.00.00;12,7;62,7;0,9173
12.04.2004;12.00.00;12,1;60,5;0,8505
12.04.2004;13.00.00;11,2;64,4;0,8537
12.04.2004;14.00.00;10,7;67,6;0,8703
12.04.2004;15.00.00;11,4;61,2;0,8236
12.04.2004;16.00.00;9,9;70,5;0,8581
12.04.2004;17.00.00;10,3;65,2;0,8151
12.04.2004;18.00.00;11;58,9;0,7714
12.04.2004;19.00.00;10,6;59,5;0,7595
12.04.2004;20.00.00;10,6;57,7;0,7362
12.04.2004;21.00.00;10,6;56,1;0,7149
12.04.2004;22.00.00;10,3;58;0,7239
12.04.2004;23.00.00;10,4;58,4;0,7352
13.04.2004;00.00.00;10,7;58,2;0,7459
13.04.2004;01.00.00;10,5;59,9;0,7624
13.04.2004;02.00.00;10,5;60,8;0,7704
13.04.2004;03.00.00;10,6;63,1;0,8068
13.04.2004;04.00.00;11,1;60,1;0,7925
13.04.2004;05.00.00;10,1;68,4;0,8443
13.04.2004;06.00.00;10;68,7;0,8456
13.04.2004;07.00.00;11;64,2;0,8398
13.04.2004;08.00.00;12;58,1;0,8138
13.04.2004;09.00.00;12,8;52;0,7643
13.04.2004;10.00.00;12,6;50,8;0,7387
13.04.2004;11.00.00;13,8;47,4;0,7435
13.04.2004;12.00.00;15,1;42,7;0,7294
13.04.2004;13.00.00;16,3;38,1;0,7006
13.04.2004;14.00.00;16,6;36,7;0,6867
13.04.2004;15.00.00;15,8;40,5;0,7241
13.04.2004;16.00.00;16,3;41,8;0,7712
13.04.2004;17.00.00;16,1;42,8;0,7783
13.04.2004;18.00.00;15,3;46,8;0,8074
13.04.2004;19.00.00;14,7;47;0,7815
13.04.2004;20.00.00;14,1;49,6;0,7931
13.04.2004;21.00.00;13,5;54,1;0,8351
13.04.2004;22.00.00;12,3;59,2;0,8461
13.04.2004;23.00.00;11,6;62,2;0,851
14.04.2004;00.00.00;11,5;61,4;0,8303
14.04.2004;01.00.00;10,9;64,6;0,8395
14.04.2004;02.00.00;11,1;63,2;0,8331
14.04.2004;03.00.00;10,7;64,4;0,8284
14.04.2004;04.00.00;10,7;63,8;0,8174
14.04.2004;05.00.00;10,2;65,8;0,8196
14.04.2004;06.00.00;10,3;65,6;0,8225
14.04.2004;07.00.00;10,8;64;0,8307
14.04.2004;08.00.00;13,3;55,6;0,8453
14.04.2004;09.00.00;15,8;46,8;0,8328
14.04.2004;10.00.00;19,5;34,4;0,7738
14.04.2004;11.00.00;21,1;30,2;0,745
14.04.2004;12.00.00;18,4;34,2;0,7185
14.04.2004;13.00.00;21;30,6;0,7538
14.04.2004;14.00.00;21,4;28,7;0,7231
14.04.2004;15.00.00;21,3;27,3;0,6856
14.04.2004;16.00.00;20,4;30,4;0,7193
14.04.2004;17.00.00;18,7;34,8;0,7436
14.04.2004;18.00.00;18,6;34,7;0,7369
14.04.2004;19.00.00;17,9;35,8;0,7276
14.04.2004;20.00.00;16,5;42,1;0,7856
14.04.2004;21.00.00;14,8;49,7;0,8321
14.04.2004;22.00.00;13,4;54,3;0,8291
14.04.2004;23.00.00;13,4;54,2;0,8319
15.04.2004;00.00.00;12,3;57,6;0,8223
15.04.2004;01.00.00;11,6;58,8;0,7996
15.04.2004;02.00.00;10,7;62,3;0,7988
15.04.2004;03.00.00;10,2;63,2;0,7865
15.04.2004;04.00.00;10,5;61,3;0,7761
15.04.2004;05.00.00;9,3;65,8;0,7722
15.04.2004;06.00.00;9,1;67,4;0,7814
15.04.2004;07.00.00;10,2;62,9;0,7831
15.04.2004;08.00.00;11,6;58,7;0,7999
15.04.2004;09.00.00;13,5;53,4;0,8196
15.04.2004;10.00.00;15;49,3;0,8364
15.04.2004;11.00.00;17,1;42,1;0,812
15.04.2004;12.00.00;18,4;36,9;0,7758
15.04.2004;13.00.00;19,3;35,4;0,7824
15.04.2004;14.00.00;19,2;35,7;0,7826
15.04.2004;15.00.00;21,5;30,4;0,7677
15.04.2004;16.00.00;19,6;34,6;0,7807
15.04.2004;17.00.00;19,6;35,5;0,8017
15.04.2004;18.00.00;18,3;44,1;0,9183
15.04.2004;19.00.00;17,4;47,8;0,9392
15.04.2004;20.00.00;16,8;49,8;0,9446
15.04.2004;21.00.00;16,2;53,2;0,9723
15.04.2004;22.00.00;14,9;59,1;0,9928
15.04.2004;23.00.00;13,9;64;1,013
16.04.2004;00.00.00;13,7;66,8;1,041
16.04.2004;01.00.00;13,4;69,6;1,0688
16.04.2004;02.00.00;12,8;71,9;1,0632
16.04.2004;03.00.00;12,9;68,5;1,0155
16.04.2004;04.00.00;11,9;74,8;1,038
16.04.2004;05.00.00;11,6;76,4;1,0415
16.04.2004;06.00.00;11,7;75,3;1,0325
16.04.2004;07.00.00;12,8;71;1,0428
16.04.2004;08.00.00;13,8;61,1;0,9595
16.04.2004;09.00.00;15,3;51,4;0,8886
16.04.2004;10.00.00;16,6;48,7;0,9146
16.04.2004;11.00.00;17,6;46,7;0,9324
16.04.2004;12.00.00;19,2;42,7;0,9425
16.04.2004;13.00.00;15,7;62,5;1,1092
16.04.2004;14.00.00;14,5;75,7;1,2425
16.04.2004;15.00.00;14,4;77,4;1,2654
16.04.2004;16.00.00;14,6;74,9;1,2391
16.04.2004;17.00.00;14,6;76;1,2573
16.04.2004;18.00.00;14;76,3;1,2166
16.04.2004;19.00.00;13,9;78;1,2303
16.04.2004;20.00.00;13,8;78;1,2229
16.04.2004;21.00.00;13,5;79,4;1,2224
16.04.2004;22.00.00;13,1;80,1;1,2016
16.04.2004;23.00.00;12,8;81;1,1915
17.04.2004;00.00.00;12,7;80,6;1,1819
17.04.2004;01.00.00;12,5;81,8;1,1838
17.04.2004;02.00.00;12,7;81,2;1,1849
17.04.2004;03.00.00;12,4;82,4;1,1848
17.04.2004;04.00.00;12,6;79,9;1,1619
17.04.2004;05.00.00;12,8;80;1,1761
17.04.2004;06.00.00;12,6;79,9;1,1596
17.04.2004;07.00.00;12,5;79,6;1,1538
17.04.2004;08.00.00;12,8;80,8;1,1863
17.04.2004;09.00.00;13,5;78,1;1,1997
17.04.2004;10.00.00;14,6;74,9;1,2348
17.04.2004;11.00.00;16,8;61;1,1599
17.04.2004;12.00.00;18,8;50,1;1,0769
17.04.2004;13.00.00;19,3;47,1;1,0445
17.04.2004;14.00.00;19,3;46,6;1,0298
17.04.2004;15.00.00;19,7;44,4;1,0081
17.04.2004;16.00.00;19,3;45,7;1,0161
17.04.2004;17.00.00;17,9;49,9;1,0135
17.04.2004;18.00.00;16,9;53,2;1,0179
17.04.2004;19.00.00;16,1;56;1,0151
17.04.2004;20.00.00;16,5;52,8;0,986
17.04.2004;21.00.00;16,9;51,1;0,9743
17.04.2004;22.00.00;17;50,8;0,9751
17.04.2004;23.00.00;16,9;54,8;1,0455
18.04.2004;00.00.00;16,3;57,2;1,0492
18.04.2004;01.00.00;16;56,2;1,0164
18.04.2004;02.00.00;15,6;60,2;1,0617
18.04.2004;03.00.00;14,6;68,2;1,1282
18.04.2004;04.00.00;14,3;69,6;1,1257
18.04.2004;05.00.00;13,8;71,9;1,1312
18.04.2004;06.00.00;13,8;72,7;1,1402
18.04.2004;07.00.00;14,2;72,3;1,1632
18.04.2004;08.00.00;14,5;72,9;1,195
18.04.2004;09.00.00;14,2;75,6;1,2201
18.04.2004;10.00.00;14,5;77,2;1,2695
18.04.2004;11.00.00;14,9;74,5;1,253
18.04.2004;12.00.00;15,5;67,4;1,178
18.04.2004;13.00.00;16,7;56;1,0544
18.04.2004;14.00.00;17,1;55,5;1,0724
18.04.2004;15.00.00;16,2;62,4;1,1423
18.04.2004;16.00.00;17,4;58,9;1,1567
18.04.2004;17.00.00;17,5;54,6;1,08
18.04.2004;18.00.00;17,5;54,2;1,0722
18.04.2004;19.00.00;17;55,1;1,0621
18.04.2004;20.00.00;16,4;57,8;1,0669
18.04.2004;21.00.00;15,8;60,4;1,0744
18.04.2004;22.00.00;15,5;63,3;1,1071
18.04.2004;23.00.00;15;65,2;1,1045
19.04.2004;00.00.00;14,5;67,3;1,1054
19.04.2004;01.00.00;14,1;70,1;1,1224
19.04.2004;02.00.00;13,8;73,3;1,1518
19.04.2004;03.00.00;13,1;78,3;1,1716
19.04.2004;04.00.00;13;78,2;1,1664
19.04.2004;05.00.00;14,3;70,1;1,1328
19.04.2004;06.00.00;14;70,9;1,1306
19.04.2004;07.00.00;15,4;64,2;1,1123
19.04.2004;08.00.00;16,5;57,9;1,0826
19.04.2004;09.00.00;18,8;48;1,0323
19.04.2004;10.00.00;19,5;43,3;0,9706
19.04.2004;11.00.00;18,5;45,5;0,9606
19.04.2004;12.00.00;18;46,7;0,9569
19.04.2004;13.00.00;16,5;58,2;1,0813
19.04.2004;14.00.00;12,1;75,6;1,0662
19.04.2004;15.00.00;11,1;75,6;0,9974
19.04.2004;16.00.00;10,5;79;1,0016
19.04.2004;17.00.00;10;80,5;0,9853
19.04.2004;18.00.00;11,3;70,5;0,9389
19.04.2004;19.00.00;10,7;71,5;0,9197
19.04.2004;20.00.00;9,9;74;0,9009
19.04.2004;21.00.00;10,8;68,2;0,8806
19.04.2004;22.00.00;10,2;74;0,9176
19.04.2004;23.00.00;10,1;77,5;0,9579
20.04.2004;00.00.00;9,9;77,7;0,9497
20.04.2004;01.00.00;9,5;80,2;0,9533
20.04.2004;02.00.00;9,5;79,7;0,9489
20.04.2004;03.00.00;9,7;78,9;0,9487
20.04.2004;04.00.00;9,8;80;0,967
20.04.2004;05.00.00;10;79,6;0,98
20.04.2004;06.00.00;10,3;79,4;0,9927
20.04.2004;07.00.00;11;77,4;1,0135
20.04.2004;08.00.00;12,3;69,2;0,9906
20.04.2004;09.00.00;14,5;60,4;0,9936
20.04.2004;10.00.00;16;56,3;1,0185
20.04.2004;11.00.00;18,1;51,1;1,0551
20.04.2004;12.00.00;23;37,5;1,0389
20.04.2004;13.00.00;21,8;39,6;1,0209
20.04.2004;14.00.00;21,9;37,2;0,9683
20.04.2004;15.00.00;23,8;31,4;0,9132
20.04.2004;16.00.00;25,9;26,9;0,8845
20.04.2004;17.00.00;25,8;29,9;0,9808
20.04.2004;18.00.00;22,6;39,5;1,0679
20.04.2004;19.00.00;19,9;45;1,0364
20.04.2004;20.00.00;17,9;47,4;0,9657
20.04.2004;21.00.00;16,8;50,4;0,9545
20.04.2004;22.00.00;16;52;0,9375
20.04.2004;23.00.00;14,2;59,1;0,952
21.04.2004;00.00.00;14,2;56,7;0,9111
21.04.2004;01.00.00;12,2;67,7;0,9625
21.04.2004;02.00.00;13,2;61,7;0,9328
21.04.2004;03.00.00;10,9;71;0,9249
21.04.2004;04.00.00;11,3;67,6;0,9038
21.04.2004;05.00.00;10,1;71,8;0,888
21.04.2004;06.00.00;10,2;70,9;0,8841
21.04.2004;07.00.00;11,8;66;0,9085
21.04.2004;08.00.00;14;58,2;0,9271
21.04.2004;09.00.00;17;50,2;0,9646
21.04.2004;10.00.00;22,3;36,9;0,9838
21.04.2004;11.00.00;24,4;30,9;0,934
21.04.2004;12.00.00;25,9;26,7;0,8771
21.04.2004;13.00.00;25,8;26,1;0,854
21.04.2004;14.00.00;26,3;24,8;0,8393
21.04.2004;15.00.00;27;22,2;0,7805
21.04.2004;16.00.00;27,3;20,5;0,7308
21.04.2004;17.00.00;25,8;24,1;0,7912
21.04.2004;18.00.00;25,3;28,9;0,9151
21.04.2004;19.00.00;23,8;33,7;0,9786
21.04.2004;20.00.00;21,4;36;0,9059
21.04.2004;21.00.00;19,8;39,5;0,9016
21.04.2004;22.00.00;19,2;42,1;0,9273
21.04.2004;23.00.00;18,8;45,8;0,9855
22.04.2004;00.00.00;17,1;50,8;0,9828
22.04.2004;01.00.00;16,2;53,4;0,9775
22.04.2004;02.00.00;16;53,5;0,9691
22.04.2004;03.00.00;14,3;59,2;0,9601
22.04.2004;04.00.00;13,3;62,6;0,9498
22.04.2004;05.00.00;13,4;59,5;0,9097
22.04.2004;06.00.00;12,2;64,1;0,9062
22.04.2004;07.00.00;13,9;57,2;0,9029
22.04.2004;08.00.00;15,2;53,2;0,9107
22.04.2004;09.00.00;19,2;41,6;0,9154
22.04.2004;10.00.00;23,7;30,6;0,8854
22.04.2004;11.00.00;26,1;26,8;0,8921
22.04.2004;12.00.00;28,1;24,4;0,9138
22.04.2004;13.00.00;28,3;23,9;0,906
22.04.2004;14.00.00;28;21;0,7814
22.04.2004;15.00.00;30,8;16,4;0,7167
22.04.2004;16.00.00;31,3;16,2;0,7262
22.04.2004;17.00.00;29,4;20,5;0,8262
22.04.2004;18.00.00;25,8;24,3;0,794
22.04.2004;19.00.00;23,8;29,5;0,8559
22.04.2004;20.00.00;22;34,8;0,908
22.04.2004;21.00.00;20,2;37,4;0,8748
22.04.2004;22.00.00;19,3;38,8;0,8559
22.04.2004;23.00.00;17,9;43,7;0,8856
23.04.2004;00.00.00;17,2;47,9;0,9334
23.04.2004;01.00.00;16,3;49,7;0,916
23.04.2004;02.00.00;16,7;46,5;0,8755
23.04.2004;03.00.00;14,6;53;0,8775
23.04.2004;04.00.00;14,1;53,9;0,8633
23.04.2004;05.00.00;14,2;52,2;0,8413
23.04.2004;06.00.00;14,3;55,4;0,9003
23.04.2004;07.00.00;14;58;0,9202
23.04.2004;08.00.00;15,4;53,3;0,9289
23.04.2004;09.00.00;19,1;42,1;0,9233
23.04.2004;10.00.00;23,7;31;0,8968
23.04.2004;11.00.00;26,9;25,7;0,8942
23.04.2004;12.00.00;29,7;20,6;0,8478
23.04.2004;13.00.00;29,2;21,5;0,8573
23.04.2004;14.00.00;29,6;20,1;0,8181
23.04.2004;15.00.00;30;19,4;0,81
23.04.2004;16.00.00;29,5;20,1;0,8136
23.04.2004;17.00.00;27;26,8;0,9403
23.04.2004;18.00.00;24,9;30,8;0,954
23.04.2004;19.00.00;23,1;36,7;1,0244
23.04.2004;20.00.00;21,5;40,8;1,0333
23.04.2004;21.00.00;20,5;41,5;0,9864
23.04.2004;22.00.00;19,2;44,9;0,9875
23.04.2004;23.00.00;18,8;47,7;1,0221
24.04.2004;00.00.00;18,2;49,7;1,0284
24.04.2004;01.00.00;16,1;57,4;1,0451
24.04.2004;02.00.00;16,3;55,3;1,0178
24.04.2004;03.00.00;15,7;53,6;0,9483
24.04.2004;04.00.00;16,9;49,8;0,9514
24.04.2004;05.00.00;14,8;57,7;0,9644
24.04.2004;06.00.00;14;59,7;0,9499
24.04.2004;07.00.00;14,6;56,8;0,9385
24.04.2004;08.00.00;16,7;51,9;0,9788
24.04.2004;09.00.00;20;45;1,039
24.04.2004;10.00.00;23,9;33,7;0,9837
24.04.2004;11.00.00;26,8;29,5;1,0209
24.04.2004;12.00.00;27,2;32,4;1,1493
24.04.2004;13.00.00;26,9;32,1;1,1217
24.04.2004;14.00.00;24,3;41,8;1,2561
24.04.2004;15.00.00;25,6;36;1,1629
24.04.2004;16.00.00;27;31,8;1,1176
24.04.2004;17.00.00;27,5;31,6;1,1417
24.04.2004;18.00.00;24,9;38,1;1,1838
24.04.2004;19.00.00;23,4;39,7;1,1276
24.04.2004;20.00.00;21,2;50,8;1,2631
24.04.2004;21.00.00;15,6;73,5;1,2953
24.04.2004;22.00.00;12,9;79,7;1,1774
24.04.2004;23.00.00;11,5;76,9;1,0436
25.04.2004;00.00.00;12,2;66,8;0,9455
25.04.2004;01.00.00;12,4;64,1;0,9209
25.04.2004;02.00.00;12,7;58,7;0,8605
25.04.2004;03.00.00;12,6;58,6;0,8529
25.04.2004;04.00.00;12,5;51,2;0,7374
25.04.2004;05.00.00;12,5;50,9;0,7346
25.04.2004;06.00.00;12,8;49,3;0,7285
25.04.2004;07.00.00;13,5;48,6;0,7487
25.04.2004;08.00.00;14,4;45,9;0,7476
25.04.2004;09.00.00;15,1;43,9;0,7487
25.04.2004;10.00.00;16,6;38,6;0,7236
25.04.2004;11.00.00;17,2;35;0,6789
