Date;Time;NMHC(GT)
18.04.2004;00.00.00;-200
18.04.2004;01.00.00;-200
18.04.2004;02.00.00;-200
18.04.2004;03.00.00;-200
18.04.2004;04.00.00;-200
18.04.2004;05.00.00;-200
18.04.2004;06.00.00;-200
18.04.2004;07.00.00;-200
18.04.2004;08.00.00;-200
18.04.2004;09.00.00;-200
18.04.2004;10.00.00;-200
18.04.2004;11.00.00;-200
18.04.2004;12.00.00;-200
18.04.2004;13.00.00;-200
18.04.2004;14.00.00;-200
18.04.2004;15.00.00;-200
18.04.2004;16.00.00;-200
18.04.2004;17.00.00;-200
18.04.2004;18.00.00;-200
18.04.2004;19.00.00;-200
18.04.2004;20.00.00;-200
18.04.2004;21.00.00;-200
18.04.2004;22.00.00;-200
18.04.2004;23.00.00;-200
19.04.2004;00.00.00;-200
19.04.2004;01.00.00;-200
19.04.2004;02.00.00;-200
19.04.2004;03.00.00;-200
19.04.2004;04.00.00;-200
19.04.2004;05.00.00;-200
19.04.2004;06.00.00;-200
19.04.2004;07.00.00;-200
19.04.2004;08.00.00;-200
19.04.2004;09.00.00;-200
19.04.2004;10.00.00;-200
19.04.2004;11.00.00;-200
19.04.2004;12.00.00;-200
19.04.2004;13.00.00;-200
19.04.2004;14.00.00;-200
19.04.2004;15.00.00;-200
19.04.2004;16.00.00;-200
19.04.2004;17.00.00;-200
19.04.2004;18.00.00;-200
19.04.2004;19.00.00;-200
19.04.2004;20.00.00;-200
19.04.2004;21.00.00;-200
19.04.2004;22.00.00;-200
19.04.2004;23.00.00;-200
20.04.2004;00.00.00;-200
20.04.2004;01.00.00;-200
20.04.2004;02.00.00;-200
20.04.2004;03.00.00;-200
20.04.2004;04.00.00;-200
20.04.2004;05.00.00;-200
20.04.2004;06.00.00;-200
20.04.2004;07.00.00;-200
20.04.2004;08.00.00;-200
20.04.2004;09.00.00;-200
20.04.2004;10.00.00;-200
20.04.2004;11.00.00;-200
20.04.2004;12.00.00;-200
20.04.2004;13.00.00;-200
20.04.2004;14.00.00;-200
20.04.2004;15.00.00;-200
20.04.2004;16.00.00;-200
20.04.2004;17.00.00;-200
20.04.2004;18.00.00;-200
20.04.2004;19.00.00;-200
20.04.2004;20.00.00;-200
20.04.2004;21.00.00;-200
20.04.2004;22.00.00;-200
20.04.2004;23.00.00;-200
21.04.2004;00.00.00;-200
21.04.2004;01.00.00;-200
21.04.2004;02.00.00;-200
21.04.2004;03.00.00;-200
21.04.2004;04.00.00;-200
21.04.2004;05.00.00;-200
21.04.2004;06.00.00;-200
21.04.2004;07.00.00;-200
21.04.2004;08.00.00;-200
21.04.2004;09.00.00;-200
21.04.2004;10.00.00;-200
21.04.2004;11.00.00;-200
21.04.2004;12.00.00;-200
21.04.2004;13.00.00;-200
21.04.2004;14.00.00;-200
21.04.2004;15.00.00;-200
21.04.2004;16.00.00;-200
21.04.2004;17.00.00;-200
21.04.2004;18.00.00;-200
21.04.2004;19.00.00;-200
21.04.2004;20.00.00;-200
21.04.2004;21.00.00;-200
21.04.2004;22.00.00;-200
21.04.2004;23.00.00;-200
22.04.2004;00.00.00;-200
22.04.2004;01.00.00;-200
22.04.2004;02.00.00;-200
22.04.2004;03.00.00;-200
22.04.2004;04.00.00;-200
22.04.2004;05.00.00;-200
22.04.2004;06.00.00;-200
22.04.2004;07.00.00;-200
22.04.2004;08.00.00;-200
22.04.2004;09.00.00;-200
22.04.2004;10.00.00;-200
22.04.2004;11.00.00;-200
22.04.2004;12.00.00;-200
22.04.2004;13.00.00;-200
22.04.2004;14.00.00;-200
22.04.2004;15.00.00;-200
22.04.2004;16.00.00;-200
22.04.2004;17.00.00;-200
22.04.2004;18.00.00;-200
22.04.2004;19.00.00;-200
22.04.2004;20.00.00;-200
22.04.2004;21.00.00;-200
22.04.2004;22.00.00;-200
22.04.2004;23.00.00;-200
23.04.2004;00.00.00;-200
23.04.2004;01.00.00;-200
23.04.2004;02.00.00;-200
23.04.2004;03.00.00;-200
23.04.2004;04.00.00;-200
23.04.2004;05.00.00;46
23.04.2004;06.00.00;56
23.04.2004;07.00.00;452
23.04.2004;08.00.00;880
23.04.2004;09.00.00;759
23.04.2004;10.00.00;394
23.04.2004;11.00.00;639
23.04.2004;12.00.00;541
23.04.2004;13.00.00;468
23.04.2004;14.00.00;483
23.04.2004;15.00.00;682
23.04.2004;16.00.00;698
23.04.2004;17.00.00;832
23.04.2004;18.00.00;872
23.04.2004;19.00.00;899
23.04.2004;20.00.00;692
23.04.2004;21.00.00;145
23.04.2004;22.00.00;208
23.04.2004;23.00.00;204
24.04.2004;00.00.00;240
24.04.2004;01.00.00;251
24.04.2004;02.00.00;173
24.04.2004;03.00.00;113
24.04.2004;04.00.00;55
24.04.2004;05.00.00;65
24.04.2004;06.00.00;119
24.04.2004;07.00.00;151
24.04.2004;08.00.00;305
24.04.2004;09.00.00;415
24.04.2004;10.00.00;321
24.04.2004;11.00.00;358
24.04.2004;12.00.00;350
24.04.2004;13.00.00;238
24.04.2004;14.00.00;215
24.04.2004;15.00.00;192
24.04.2004;16.00.00;205
24.04.2004;17.00.00;165
24.04.2004;18.00.00;283
24.04.2004;19.00.00;467
24.04.2004;20.00.00;485
24.04.2004;21.00.00;202
24.04.2004;22.00.00;64
24.04.2004;23.00.00;71
25.04.2004;00.00.00;84
25.04.2004;01.00.00;70
25.04.2004;02.00.00;61
25.04.2004;03.00.00;92
25.04.2004;04.00.00;40
25.04.2004;05.00.00;20
25.04.2004;06.00.00;31
25.04.2004;07.00.00;41
25.04.2004;08.00.00;40
25.04.2004;09.00.00;35
25.04.2004;10.00.00;44
25.04.2004;11.00.00;71
25.04.2004;12.00.00;66
25.04.2004;13.00.00;46
25.04.2004;14.00.00;50
25.04.2004;15.00.00;51
25.04.2004;16.00.00;64
25.04.2004;17.00.00;138
25.04.2004;18.00.00;137
25.04.2004;19.00.00;303
25.04.2004;20.00.00;204
25.04.2004;21.00.00;95
25.04.2004;22.00.00;347
25.04.2004;23.00.00;252
26.04.2004;00.00.00;66
26.04.2004;01.00.00;45
26.04.2004;02.00.00;36
26.04.2004;03.00.00;26
26.04.2004;04.00.00;17
26.04.2004;05.00.00;21
26.04.2004;06.00.00;60
26.04.2004;07.00.00;155
26.04.2004;08.00.00;235
26.04.2004;09.00.00;89
26.04.2004;10.00.00;76
26.04.2004;11.00.00;101
26.04.2004;12.00.00;109
26.04.2004;13.00.00;143
26.04.2004;14.00.00;104
26.04.2004;15.00.00;107
26.04.2004;16.00.00;133
26.04.2004;17.00.00;171
26.04.2004;18.00.00;405
26.04.2004;19.00.00;334
26.04.2004;20.00.00;236
26.04.2004;21.00.00;99
26.04.2004;22.00.00;93
26.04.2004;23.00.00;82
27.04.2004;00.00.00;51
27.04.2004;01.00.00;41
27.04.2004;02.00.00;31
27.04.2004;03.00.00;41
27.04.2004;04.00.00;41
27.04.2004;05.00.00;38
27.04.2004;06.00.00;111
27.04.2004;07.00.00;584
27.04.2004;08.00.00;633
27.04.2004;09.00.00;145
27.04.2004;10.00.00;155
27.04.2004;11.00.00;128
27.04.2004;12.00.00;255
27.04.2004;13.00.00;411
27.04.2004;14.00.00;173
27.04.2004;15.00.00;277
27.04.2004;16.00.00;259
27.04.2004;17.00.00;274
27.04.2004;18.00.00;377
27.04.2004;19.00.00;457
27.04.2004;20.00.00;555
27.04.2004;21.00.00;279
27.04.2004;22.00.00;137
27.04.2004;23.00.00;203
28.04.2004;00.00.00;101
28.04.2004;01.00.00;86
28.04.2004;02.00.00;51
28.04.2004;03.00.00;47
28.04.2004;04.00.00;35
28.04.2004;05.00.00;33
28.04.2004;06.00.00;95
28.04.2004;07.00.00;754
28.04.2004;08.00.00;588
28.04.2004;09.00.00;658
28.04.2004;10.00.00;372
28.04.2004;11.00.00;386
28.04.2004;12.00.00;333
28.04.2004;13.00.00;293
28.04.2004;14.00.00;511
28.04.2004;15.00.00;559
28.04.2004;16.00.00;375
28.04.2004;17.00.00;509
28.04.2004;18.00.00;790
28.04.2004;19.00.00;816
28.04.2004;20.00.00;804
28.04.2004;21.00.00;332
28.04.2004;22.00.00;156
28.04.2004;23.00.00;143
29.04.2004;00.00.00;117
29.04.2004;01.00.00;84
29.04.2004;02.00.00;60
29.04.2004;03.00.00;76
29.04.2004;04.00.00;40
29.04.2004;05.00.00;64
29.04.2004;06.00.00;148
29.04.2004;07.00.00;635
29.04.2004;08.00.00;1129
29.04.2004;09.00.00;475
29.04.2004;10.00.00;220
29.04.2004;11.00.00;105
29.04.2004;12.00.00;190
29.04.2004;13.00.00;516
29.04.2004;14.00.00;346
29.04.2004;15.00.00;565
29.04.2004;16.00.00;483
29.04.2004;17.00.00;651
29.04.2004;18.00.00;657
29.04.2004;19.00.00;830
29.04.2004;20.00.00;435
29.04.2004;21.00.00;209
29.04.2004;22.00.00;202
29.04.2004;23.00.00;174
30.04.2004;00.00.00;170
30.04.2004;01.00.00;116
30.04.2004;02.00.00;91
30.04.2004;03.00.00;71
30.04.2004;04.00.00;59
30.04.2004;05.00.00;48
30.04.2004;06.00.00;111
30.04.2004;07.00.00;345
30.04.2004;08.00.00;332
30.04.2004;09.00.00;344
30.04.2004;10.00.00;212
30.04.2004;11.00.00;166
30.04.2004;12.00.00;214
30.04.2004;13.00.00;377
30.04.2004;14.00.00;210
30.04.2004;15.00.00;265
30.04.2004;16.00.00;365
30.04.2004;17.00.00;454
30.04.2004;18.00.00;460
30.04.2004;19.00.00;642
30.04.2004;20.00.00;501
30.04.2004;21.00.00;234
30.04.2004;22.00.00;212
30.04.2004;23.00.00;275
01.05.2004;00.00.00;275
01.05.2004;01.00.00;-200
01.05.2004;02.00.00;-200
01.05.2004;03.00.00;-200
01.05.2004;04.00.00;-200
01.05.2004;05.00.00;-200
01.05.2004;06.00.00;-200
01.05.2004;07.00.00;-200
01.05.2004;08.00.00;-200
01.05.2004;09.00.00;-200
01.05.2004;10.00.00;-200
01.05.2004;11.00.00;-200
01.05.2004;12.00.00;-200
01.05.2004;13.00.00;-200
01.05.2004;14.00.00;-200
01.05.2004;15.00.00;-200
01.05.2004;16.00.00;-200
01.05.2004;17.00.00;-200
01.05.2004;18.00.00;-200
01.05.2004;19.00.00;-200
01.05.2004;20.00.00;-200
01.05.2004;21.00.00;-200
01.05.2004;22.00.00;-200
01.05.2004;23.00.00;-200
02.05.2004;00.00.00;-200
02.05.2004;01.00.00;-200
02.05.2004;02.00.00;-200
02.05.2004;03.00.00;-200
02.05.2004;04.00.00;-200
02.05.2004;05.00.00;-200
02.05.2004;06.00.00;-200
02.05.2004;07.00.00;-200
02.05.2004;08.00.00;-200
02.05.2004;09.00.00;-200
02.05.2004;10.00.00;-200
02.05.2004;11.00.00;-200
02.05.2004;12.00.00;-200
02.05.2004;13.00.00;-200
02.05.2004;14.00.00;-200
02.05.2004;15.00.00;-200
02.05.2004;16.00.00;-200
02.05.2004;17.00.00;-200
02.05.2004;18.00.00;-200
02.05.2004;19.00.00;-200
02.05.2004;20.00.00;-200
02.05.2004;21.00.00;-200
02.05.2004;22.00.00;-200
02.05.2004;23.00.00;-200
03.05.2004;00.00.00;-200
03.05.2004;01.00.00;-200
03.05.2004;02.00.00;-200
03.05.2004;03.00.00;-200
03.05.2004;04.00.00;-200
03.05.2004;05.00.00;-200
03.05.2004;06.00.00;-200
03.05.2004;07.00.00;-200
03.05.2004;08.00.00;-200
03.05.2004;09.00.00;-200
03.05.2004;10.00.00;-200
03.05.2004;11.00.00;-200
03.05.2004;12.00.00;-200
03.05.2004;13.00.00;-200
03.05.2004;14.00.00;-200
03.05.2004;15.00.00;-200
03.05.2004;16.00.00;-200
03.05.2004;17.00.00;-200
03.05.2004;18.00.00;-200
03.05.2004;19.00.00;-200
03.05.2004;20.00.00;-200
03.05.2004;21.00.00;-200
03.05.2004;22.00.00;-200
03.05.2004;23.00.00;-200
04.05.2004;00.00.00;-200
04.05.2004;01.00.00;-200
04.05.2004;02.00.00;-200
04.05.2004;03.00.00;-200
04.05.2004;04.00.00;-200
04.05.2004;05.00.00;-200
04.05.2004;06.00.00;-200
04.05.2004;07.00.00;-200
04.05.2004;08.00.00;-200
04.05.2004;09.00.00;-200
04.05.2004;10.00.00;-200
04.05.2004;11.00.00;-200
04.05.2004;12.00.00;-200
04.05.2004;13.00.00;-200
04.05.2004;14.00.00;-200
04.05.2004;15.00.00;-200
04.05.2004;16.00.00;-200
04.05.2004;17.00.00;-200
04.05.2004;18.00.00;-200
04.05.2004;19.00.00;-200
04.05.2004;20.00.00;-200
04.05.2004;21.00.00;-200
04.05.2004;22.00.00;-200
04.05.2004;23.00.00;-200
05.05.2004;00.00.00;-200
05.05.2004;01.00.00;-200
05.05.2004;02.00.00;-200
05.05.2004;03.00.00;-200
05.05.2004;04.00.00;-200
05.05.2004;05.00.00;-200
05.05.2004;06.00.00;-200
05.05.2004;07.00.00;-200
05.05.2004;08.00.00;-200
05.05.2004;09.00.00;-200
05.05.2004;10.00.00;-200
05.05.2004;11.00.00;-200
05.05.2004;12.00.00;-200
05.05.2004;13.00.00;-200
05.05.2004;14.00.00;-200
05.05.2004;15.00.00;-200
05.05.2004;16.00.00;-200
05.05.2004;17.00.00;-200
05.05.2004;18.00.00;-200
05.05.2004;19.00.00;-200
05.05.2004;20.00.00;-200
05.05.2004;21.00.00;-200
05.05.2004;22.00.00;-200
05.05.2004;23.00.00;-200
06.05.2004;00.00.00;-200
06.05.2004;01.00.00;-200
06.05.2004;02.00.00;-200
06.05.2004;03.00.00;-200
06.05.2004;04.00.00;-200
06.05.2004;05.00.00;-200
06.05.2004;06.00.00;-200
06.05.2004;07.00.00;-200
06.05.2004;08.00.00;-200
06.05.2004;09.00.00;-200
06.05.2004;10.00.00;-200
06.05.2004;11.00.00;-200
06.05.2004;12.00.00;-200
06.05.2004;13.00.00;-200
06.05.2004;14.00.00;-200
06.05.2004;15.00.00;-200
06.05.2004;16.00.00;-200
06.05.2004;17.00.00;-200
06.05.2004;18.00.00;-200
06.05.2004;19.00.00;-200
06.05.2004;20.00.00;-200
06.05.2004;21.00.00;-200
06.05.2004;22.00.00;-200
06.05.2004;23.00.00;-200
07.05.2004;00.00.00;-200
07.05.2004;01.00.00;-200
07.05.2004;02.00.00;-200
07.05.2004;03.00.00;-200
07.05.2004;04.00.00;-200
07.05.2004;05.00.00;-200
07.05.2004;06.00.00;-200
07.05.2004;07.00.00;-200
07.05.2004;08.00.00;-200
07.05.2004;09.00.00;-200
07.05.2004;10.00.00;-200
07.05.2004;11.00.00;-200
07.05.2004;12.00.00;-200
07.05.2004;13.00.00;-200
07.05.2004;14.00.00;-200
07.05.2004;15.00.00;-200
07.05.2004;16.00.00;-200
07.05.2004;17.00.00;-200
07.05.2004;18.00.00;-200
07.05.2004;19.00.00;-200
07.05.2004;20.00.00;-200
07.05.2004;21.00.00;-200
07.05.2004;22.00.00;-200
07.05.2004;23.00.00;-200
08.05.2004;00.00.00;-200
08.05.2004;01.00.00;-200
08.05.2004;02.00.00;-200
08.05.2004;03.00.00;-200
08.05.2004;04.00.00;-200
08.05.2004;05.00.00;-200
08.05.2004;06.00.00;-200
08.05.2004;07.00.00;-200
08.05.2004;08.00.00;-200
08.05.2004;09.00.00;-200
08.05.2004;10.00.00;-200
08.05.2004;11.00.00;-200
08.05.2004;12.00.00;-200
08.05.2004;13.00.00;-200
08.05.2004;14.00.00;-200
08.05.2004;15.00.00;-200
08.05.2004;16.00.00;-200
08.05.2004;17.00.00;-200
08.05.2004;18.00.00;-200
08.05.2004;19.00.00;-200
08.05.2004;20.00.00;-200
08.05.2004;21.00.00;-200
08.05.2004;22.00.00;-200
08.05.2004;23.00.00;-200
09.05.2004;00.00.00;-200
09.05.2004;01.00.00;-200
09.05.2004;02.00.00;-200
09.05.2004;03.00.00;-200
09.05.2004;04.00.00;-200
09.05.2004;05.00.00;-200
09.05.2004;06.00.00;-200
09.05.2004;07.00.00;-200
09.05.2004;08.00.00;-200
09.05.2004;09.00.00;-200
09.05.2004;10.00.00;-200
09.05.2004;11.00.00;-200
09.05.2004;12.00.00;-200
09.05.2004;13.00.00;-200
09.05.2004;14.00.00;-200
09.05.2004;15.00.00;-200
09.05.2004;16.00.00;-200
09.05.2004;17.00.00;-200
09.05.2004;18.00.00;-200
09.05.2004;19.00.00;-200
09.05.2004;20.00.00;-200
09.05.2004;21.00.00;-200
09.05.2004;22.00.00;-200
09.05.2004;23.00.00;-200
10.05.2004;00.00.00;-200
10.05.2004;01.00.00;-200
10.05.2004;02.00.00;-200
10.05.2004;03.00.00;-200
10.05.2004;04.00.00;-200
10.05.2004;05.00.00;-200
10.05.2004;06.00.00;-200
10.05.2004;07.00.00;-200
10.05.2004;08.00.00;-200
10.05.2004;09.00.00;-200
10.05.2004;10.00.00;-200
10.05.2004;11.00.00;-200
10.05.2004;12.00.00;-200
10.05.2004;13.00.00;-200
10.05.2004;14.00.00;-200
10.05.2004;15.00.00;-200
10.05.2004;16.00.00;-200
10.05.2004;17.00.00;-200
10.05.2004;18.00.00;-200
10.05.2004;19.00.00;-200
10.05.2004;20.00.00;-200
10.05.2004;21.00.00;-200
10.05.2004;22.00.00;-200
10.05.2004;23.00.00;-200
11.05.2004;00.00.00;-200
11.05.2004;01.00.00;-200
11.05.2004;02.00.00;-200
11.05.2004;03.00.00;-200
11.05.2004;04.00.00;-200
11.05.2004;05.00.00;-200
11.05.2004;06.00.00;-200
11.05.2004;07.00.00;-200
11.05.2004;08.00.00;-200
11.05.2004;09.00.00;-200
11.05.2004;10.00.00;-200
11.05.2004;11.00.00;-200
11.05.2004;12.00.00;-200
11.05.2004;13.00.00;-200
11.05.2004;14.00.00;-200
11.05.2004;15.00.00;-200
11.05.2004;16.00.00;-200
11.05.2004;17.00.00;-200
11.05.2004;18.00.00;-200
11.05.2004;19.00.00;-200
11.05.2004;20.00.00;-200
11.05.2004;21.00.00;-200
11.05.2004;22.00.00;-200
11.05.2004;23.00.00;-200
12.05.2004;00.00.00;-200
12.05.2004;01.00.00;-200
12.05.2004;02.00.00;-200
12.05.2004;03.00.00;-200
12.05.2004;04.00.00;-200
12.05.2004;05.00.00;-200
12.05.2004;06.00.00;-200
12.05.2004;07.00.00;-200
12.05.2004;08.00.00;-200
12.05.2004;09.00.00;-200
12.05.2004;10.00.00;-200
12.05.2004;11.00.00;-200
12.05.2004;12.00.00;-200
12.05.2004;13.00.00;-200
12.05.2004;14.00.00;-200
12.05.2004;15.00.00;-200
12.05.2004;16.00.00;-200
12.05.2004;17.00.00;-200
12.05.2004;18.00.00;-200
12.05.2004;19.00.00;-200
12.05.2004;20.00.00;-200
12.05.2004;21.00.00;-200
12.05.2004;22.00.00;-200
12.05.2004;23.00.00;-200
13.05.2004;00.00.00;-200
13.05.2004;01.00.00;-200
13.05.2004;02.00.00;-200
13.05.2004;03.00.00;-200
13.05.2004;04.00.00;-200
13.05.2004;05.00.00;-200
13.05.2004;06.00.00;-200
13.05.2004;07.00.00;-200
13.05.2004;08.00.00;-200
13.05.2004;09.00.00;-200
13.05.2004;10.00.00;-200
13.05.2004;11.00.00;-200
13.05.2004;12.00.00;-200
13.05.2004;13.00.00;-200
13.05.2004;14.00.00;-200
13.05.2004;15.00.00;-200
13.05.2004;16.00.00;-200
13.05.2004;17.00.00;-200
13.05.2004;18.00.00;-200
13.05.2004;19.00.00;-200
13.05.2004;20.00.00;-200
13.05.2004;21.00.00;-200
13.05.2004;22.00.00;-200
13.05.2004;23.00.00;-200
14.05.2004;00.00.00;-200
14.05.2004;01.00.00;-200
14.05.2004;02.00.00;-200
14.05.2004;03.00.00;-200
14.05.2004;04.00.00;-200
14.05.2004;05.00.00;-200
14.05.2004;06.00.00;-200
14.05.2004;07.00.00;-200
14.05.2004;08.00.00;-200
14.05.2004;09.00.00;-200
14.05.2004;10.00.00;-200
14.05.2004;11.00.00;-200
14.05.2004;12.00.00;-200
14.05.2004;13.00.00;-200
14.05.2004;14.00.00;-200
14.05.2004;15.00.00;-200
14.05.2004;16.00.00;-200
14.05.2004;17.00.00;-200
14.05.2004;18.00.00;-200
14.05.2004;19.00.00;-200
14.05.2004;20.00.00;-200
14.05.2004;21.00.00;-200
14.05.2004;22.00.00;-200
14.05.2004;23.00.00;-200
15.05.2004;00.00.00;-200
15.05.2004;01.00.00;-200
15.05.2004;02.00.00;-200
15.05.2004;03.00.00;-200
15.05.2004;04.00.00;-200
15.05.2004;05.00.00;-200
15.05.2004;06.00.00;-200
15.05.2004;07.00.00;-200
15.05.2004;08.00.00;-200
15.05.2004;09.00.00;-200
15.05.2004;10.00.00;-200
15.05.2004;11.00.00;-200
15.05.2004;12.00.00;-200
15.05.2004;13.00.00;-200
15.05.2004;14.00.00;-200
15.05.2004;15.00.00;-200
15.05.2004;16.00.00;-200
15.05.2004;17.00.00;-200
15.05.2004;18.00.00;-200
15.05.2004;19.00.00;-200
15.05.2004;20.00.00;-200
15.05.2004;21.00.00;-200
15.05.2004;22.00.00;-200
15.05.2004;23.00.00;-200
16.05.2004;00.00.00;-200
16.05.2004;01.00.00;-200
16.05.2004;02.00.00;-200
16.05.2004;03.00.00;-200
16.05.2004;04.00.00;-200
16.05.2004;05.00.00;-200
16.05.2004;06.00.00;-200
16.05.2004;07.00.00;-200
16.05.2004;08.00.00;-200
16.05.2004;09.00.00;-200
16.05.2004;10.00.00;-200
16.05.2004;11.00.00;-200
16.05.2004;12.00.00;-200
16.05.2004;13.00.00;-200
16.05.2004;14.00.00;-200
16.05.2004;15.00.00;-200
16.05.2004;16.00.00;-200
16.05.2004;17.00.00;-200
16.05.2004;18.00.00;-200
16.05.2004;19.00.00;-200
16.05.2004;20.00.00;-200
16.05.2004;21.00.00;-200
16.05.2004;22.00.00;-200
16.05.2004;23.00.00;-200
17.05.2004;00.00.00;-200
17.05.2004;01.00.00;-200
17.05.2004;02.00.00;-200
17.05.2004;03.00.00;-200
17.05.2004;04.00.00;-200
17.05.2004;05.00.00;-200
17.05.2004;06.00.00;-200
17.05.2004;07.00.00;-200
17.05.2004;08.00.00;-200
17.05.2004;09.00.00;-200
17.05.2004;10.00.00;-200
17.05.2004;11.00.00;-200
17.05.2004;12.00.00;-200
17.05.2004;13.00.00;-200
17.05.2004;14.00.00;-200
17.05.2004;15.00.00;-200
17.05.2004;16.00.00;-200
17.05.2004;17.00.00;-200
17.05.2004;18.00.00;-200
17.05.2004;19.00.00;-200
17.05.2004;20.00.00;-200
17.05.2004;21.00.00;-200
17.05.2004;22.00.00;-200
17.05.2004;23.00.00;-200
18.05.2004;00.00.00;-200
18.05.2004;01.00.00;-200
18.05.2004;02.00.00;-200
18.05.2004;03.00.00;-200
18.05.2004;04.00.00;-200
18.05.2004;05.00.00;-200
18.05.2004;06.00.00;-200
18.05.2004;07.00.00;-200
18.05.2004;08.00.00;-200
18.05.2004;09.00.00;-200
18.05.2004;10.00.00;-200
18.05.2004;11.00.00;-200
18.05.2004;12.00.00;-200
18.05.2004;13.00.00;-200
18.05.2004;14.00.00;-200
18.05.2004;15.00.00;-200
18.05.2004;16.00.00;-200
18.05.2004;17.00.00;-200
18.05.2004;18.00.00;-200
18.05.2004;19.00.00;-200
18.05.2004;20.00.00;-200
18.05.2004;21.00.00;-200
18.05.2004;22.00.00;-200
18.05.2004;23.00.00;-200
19.05.2004;00.00.00;-200
19.05.2004;01.00.00;-200
19.05.2004;02.00.00;-200
19.05.2004;03.00.00;-200
19.05.2004;04.00.00;-200
19.05.2004;05.00.00;-200
19.05.2004;06.00.00;-200
19.05.2004;07.00.00;-200
19.05.2004;08.00.00;-200
19.05.2004;09.00.00;-200
19.05.2004;10.00.00;-200
19.05.2004;11.00.00;-200
19.05.2004;12.00.00;-200
19.05.2004;13.00.00;-200
19.05.2004;14.00.00;-200
19.05.2004;15.00.00;-200
19.05.2004;16.00.00;-200
19.05.2004;17.00.00;-200
19.05.2004;18.00.00;-200
19.05.2004;19.00.00;-200
19.05.2004;20.00.00;-200
19.05.2004;21.00.00;-200
19.05.2004;22.00.00;-200
19.05.2004;23.00.00;-200
20.05.2004;00.00.00;-200
20.05.2004;01.00.00;-200
20.05.2004;02.00.00;-200
20.05.2004;03.00.00;-200
20.05.2004;04.00.00;-200
20.05.2004;05.00.00;-200
20.05.2004;06.00.00;-200
20.05.2004;07.00.00;-200
20.05.2004;08.00.00;-200
20.05.2004;09.00.00;-200
20.05.2004;10.00.00;-200
20.05.2004;11.00.00;-200
20.05.2004;12.00.00;-200
20.05.2004;13.00.00;-200
20.05.2004;14.00.00;-200
20.05.2004;15.00.00;-200
20.05.2004;16.00.00;-200
20.05.2004;17.00.00;-200
20.05.2004;18.00.00;-200
20.05.2004;19.00.00;-200
20.05.2004;20.00.00;-200
20.05.2004;21.00.00;-200
20.05.2004;22.00.00;-200
20.05.2004;23.00.00;-200
21.05.2004;00.00.00;-200
21.05.2004;01.00.00;-200
21.05.2004;02.00.00;-200
21.05.2004;03.00.00;-200
21.05.2004;04.00.00;-200
21.05.2004;05.00.00;-200
21.05.2004;06.00.00;-200
21.05.2004;07.00.00;-200
21.05.2004;08.00.00;-200
21.05.2004;09.00.00;-200
21.05.2004;10.00.00;-200
21.05.2004;11.00.00;-200
21.05.2004;12.00.00;-200
21.05.2004;13.00.00;-200
21.05.2004;14.00.00;-200
21.05.2004;15.00.00;-200
21.05.2004;16.00.00;-200
21.05.2004;17.00.00;-200
21.05.2004;18.00.00;-200
21.05.2004;19.00.00;-200
21.05.2004;20.00.00;-200
21.05.2004;21.00.00;-200
21.05.2004;22.00.00;-200
21.05.2004;23.00.00;-200
22.05.2004;00.00.00;-200
22.05.2004;01.00.00;-200
22.05.2004;02.00.00;-200
22.05.2004;03.00.00;-200
22.05.2004;04.00.00;-200
22.05.2004;05.00.00;-200
22.05.2004;06.00.00;-200
22.05.2004;07.00.00;-200
22.05.2004;08.00.00;-200
22.05.2004;09.00.00;-200
22.05.2004;10.00.00;-200
22.05.2004;11.00.00;-200
22.05.2004;12.00.00;-200
22.05.2004;13.00.00;-200
22.05.2004;14.00.00;-200
22.05.2004;15.00.00;-200
22.05.2004;16.00.00;-200
22.05.2004;17.00.00;-200
22.05.2004;18.00.00;-200
22.05.2004;19.00.00;-200
22.05.2004;20.00.00;-200
22.05.2004;21.00.00;-200
22.05.2004;22.00.00;-200
22.05.2004;23.00.00;-200
23.05.2004;00.00.00;-200
23.05.2004;01.00.00;-200
23.05.2004;02.00.00;-200
23.05.2004;03.00.00;-200
23.05.2004;04.00.00;-200
23.05.2004;05.00.00;-200
23.05.2004;06.00.00;-200
23.05.2004;07.00.00;-200
23.05.2004;08.00.00;-200
23.05.2004;09.00.00;-200
23.05.2004;10.00.00;-200
23.05.2004;11.00.00;-200
23.05.2004;12.00.00;-200
23.05.2004;13.00.00;-200
23.05.2004;14.00.00;-200
23.05.2004;15.00.00;-200
23.05.2004;16.00.00;-200
23.05.2004;17.00.00;-200
23.05.2004;18.00.00;-200
23.05.2004;19.00.00;-200
23.05.2004;20.00.00;-200
23.05.2004;21.00.00;-200
23.05.2004;22.00.00;-200
23.05.2004;23.00.00;-200
24.05.2004;00.00.00;-200
24.05.2004;01.00.00;-200
24.05.2004;02.00.00;-200
24.05.2004;03.00.00;-200
24.05.2004;04.00.00;-200
24.05.2004;05.00.00;-200
24.05.2004;06.00.00;-200
24.05.2004;07.00.00;-200
24.05.2004;08.00.00;-200
24.05.2004;09.00.00;-200
24.05.2004;10.00.00;-200
24.05.2004;11.00.00;-200
24.05.2004;12.00.00;-200
24.05.2004;13.00.00;-200
24.05.2004;14.00.00;-200
24.05.2004;15.00.00;-200
24.05.2004;16.00.00;-200
24.05.2004;17.00.00;-200
24.05.2004;18.00.00;-200
24.05.2004;19.00.00;-200
24.05.2004;20.00.00;-200
