Date;Time;PT08.S2(NMHC)
17.04.2004;13.00.00;879
17.04.2004;14.00.00;707
17.04.2004;15.00.00;764
17.04.2004;16.00.00;783
17.04.2004;17.00.00;763
17.04.2004;18.00.00;788
17.04.2004;19.00.00;892
17.04.2004;20.00.00;908
17.04.2004;21.00.00;777
17.04.2004;22.00.00;896
17.04.2004;23.00.00;1003
18.04.2004;00.00.00;855
18.04.2004;01.00.00;827
18.04.2004;02.00.00;795
18.04.2004;03.00.00;783
18.04.2004;04.00.00;664
18.04.2004;05.00.00;579
18.04.2004;06.00.00;609
18.04.2004;07.00.00;612
18.04.2004;08.00.00;649
18.04.2004;09.00.00;721
18.04.2004;10.00.00;849
18.04.2004;11.00.00;869
18.04.2004;12.00.00;779
18.04.2004;13.00.00;674
18.04.2004;14.00.00;677
18.04.2004;15.00.00;847
18.04.2004;16.00.00;859
18.04.2004;17.00.00;885
18.04.2004;18.00.00;919
18.04.2004;19.00.00;1102
18.04.2004;20.00.00;949
18.04.2004;21.00.00;926
18.04.2004;22.00.00;841
18.04.2004;23.00.00;945
19.04.2004;00.00.00;890
19.04.2004;01.00.00;722
19.04.2004;02.00.00;677
19.04.2004;03.00.00;562
19.04.2004;04.00.00;589
19.04.2004;05.00.00;597
19.04.2004;06.00.00;852
19.04.2004;07.00.00;1195
19.04.2004;08.00.00;1260
19.04.2004;09.00.00;921
19.04.2004;10.00.00;846
19.04.2004;11.00.00;879
19.04.2004;12.00.00;1010
19.04.2004;13.00.00;1097
19.04.2004;14.00.00;893
19.04.2004;15.00.00;933
19.04.2004;16.00.00;1032
19.04.2004;17.00.00;1042
19.04.2004;18.00.00;911
19.04.2004;19.00.00;895
19.04.2004;20.00.00;846
19.04.2004;21.00.00;745
19.04.2004;22.00.00;766
19.04.2004;23.00.00;780
20.04.2004;00.00.00;703
20.04.2004;01.00.00;648
20.04.2004;02.00.00;544
20.04.2004;03.00.00;483
20.04.2004;04.00.00;519
20.04.2004;05.00.00;644
20.04.2004;06.00.00;883
20.04.2004;07.00.00;1316
20.04.2004;08.00.00;1549
20.04.2004;09.00.00;1299
20.04.2004;10.00.00;1214
20.04.2004;11.00.00;1279
20.04.2004;12.00.00;1260
20.04.2004;13.00.00;1173
20.04.2004;14.00.00;988
20.04.2004;15.00.00;894
20.04.2004;16.00.00;1107
20.04.2004;17.00.00;1289
20.04.2004;18.00.00;1437
20.04.2004;19.00.00;1400
20.04.2004;20.00.00;1313
20.04.2004;21.00.00;1059
20.04.2004;22.00.00;889
20.04.2004;23.00.00;940
21.04.2004;00.00.00;740
21.04.2004;01.00.00;802
21.04.2004;02.00.00;664
21.04.2004;03.00.00;653
21.04.2004;04.00.00;585
21.04.2004;05.00.00;694
21.04.2004;06.00.00;929
21.04.2004;07.00.00;1480
21.04.2004;08.00.00;1776
21.04.2004;09.00.00;1296
21.04.2004;10.00.00;1212
21.04.2004;11.00.00;1016
21.04.2004;12.00.00;1000
21.04.2004;13.00.00;998
21.04.2004;14.00.00;964
21.04.2004;15.00.00;953
21.04.2004;16.00.00;1075
21.04.2004;17.00.00;1291
21.04.2004;18.00.00;1608
21.04.2004;19.00.00;1633
21.04.2004;20.00.00;1455
21.04.2004;21.00.00;1193
21.04.2004;22.00.00;1000
21.04.2004;23.00.00;863
22.04.2004;00.00.00;828
22.04.2004;01.00.00;741
22.04.2004;02.00.00;654
22.04.2004;03.00.00;597
22.04.2004;04.00.00;565
22.04.2004;05.00.00;596
22.04.2004;06.00.00;800
22.04.2004;07.00.00;1109
22.04.2004;08.00.00;1340
22.04.2004;09.00.00;1458
22.04.2004;10.00.00;1299
22.04.2004;11.00.00;1162
22.04.2004;12.00.00;1102
22.04.2004;13.00.00;1020
22.04.2004;14.00.00;1055
22.04.2004;15.00.00;1225
22.04.2004;16.00.00;1270
22.04.2004;17.00.00;1482
22.04.2004;18.00.00;1510
22.04.2004;19.00.00;1664
22.04.2004;20.00.00;1361
22.04.2004;21.00.00;1100
22.04.2004;22.00.00;907
22.04.2004;23.00.00;890
23.04.2004;00.00.00;979
23.04.2004;01.00.00;839
23.04.2004;02.00.00;675
23.04.2004;03.00.00;642
23.04.2004;04.00.00;608
23.04.2004;05.00.00;646
23.04.2004;06.00.00;757
23.04.2004;07.00.00;1368
23.04.2004;08.00.00;1576
23.04.2004;09.00.00;1354
23.04.2004;10.00.00;1247
23.04.2004;11.00.00;1350
23.04.2004;12.00.00;1299
23.04.2004;13.00.00;1265
23.04.2004;14.00.00;1312
23.04.2004;15.00.00;1438
23.04.2004;16.00.00;1449
23.04.2004;17.00.00;1566
23.04.2004;18.00.00;1483
23.04.2004;19.00.00;1608
23.04.2004;20.00.00;1319
23.04.2004;21.00.00;1010
23.04.2004;22.00.00;1083
23.04.2004;23.00.00;1043
24.04.2004;00.00.00;1098
24.04.2004;01.00.00;1097
24.04.2004;02.00.00;938
24.04.2004;03.00.00;802
24.04.2004;04.00.00;700
24.04.2004;05.00.00;697
24.04.2004;06.00.00;800
24.04.2004;07.00.00;979
24.04.2004;08.00.00;1147
24.04.2004;09.00.00;1169
24.04.2004;10.00.00;1059
24.04.2004;11.00.00;1130
24.04.2004;12.00.00;1136
24.04.2004;13.00.00;929
24.04.2004;14.00.00;1016
24.04.2004;15.00.00;938
24.04.2004;16.00.00;1003
24.04.2004;17.00.00;973
24.04.2004;18.00.00;1171
24.04.2004;19.00.00;1280
24.04.2004;20.00.00;1203
24.04.2004;21.00.00;850
24.04.2004;22.00.00;650
24.04.2004;23.00.00;667
25.04.2004;00.00.00;661
25.04.2004;01.00.00;707
25.04.2004;02.00.00;689
25.04.2004;03.00.00;737
25.04.2004;04.00.00;521
25.04.2004;05.00.00;471
25.04.2004;06.00.00;505
25.04.2004;07.00.00;535
25.04.2004;08.00.00;553
25.04.2004;09.00.00;603
25.04.2004;10.00.00;621
25.04.2004;11.00.00;635
25.04.2004;12.00.00;636
25.04.2004;13.00.00;596
25.04.2004;14.00.00;584
25.04.2004;15.00.00;675
25.04.2004;16.00.00;739
25.04.2004;17.00.00;748
25.04.2004;18.00.00;811
25.04.2004;19.00.00;1039
25.04.2004;20.00.00;907
25.04.2004;21.00.00;769
25.04.2004;22.00.00;1083
25.04.2004;23.00.00;858
26.04.2004;00.00.00;703
26.04.2004;01.00.00;601
26.04.2004;02.00.00;527
26.04.2004;03.00.00;477
26.04.2004;04.00.00;454
26.04.2004;05.00.00;521
26.04.2004;06.00.00;676
26.04.2004;07.00.00;880
26.04.2004;08.00.00;934
26.04.2004;09.00.00;780
26.04.2004;10.00.00;782
26.04.2004;11.00.00;772
26.04.2004;12.00.00;837
26.04.2004;13.00.00;851
26.04.2004;14.00.00;785
26.04.2004;15.00.00;810
26.04.2004;16.00.00;832
26.04.2004;17.00.00;1003
26.04.2004;18.00.00;1114
26.04.2004;19.00.00;1068
26.04.2004;20.00.00;950
26.04.2004;21.00.00;842
26.04.2004;22.00.00;778
26.04.2004;23.00.00;709
27.04.2004;00.00.00;601
27.04.2004;01.00.00;560
27.04.2004;02.00.00;557
27.04.2004;03.00.00;545
27.04.2004;04.00.00;617
27.04.2004;05.00.00;670
27.04.2004;06.00.00;935
27.04.2004;07.00.00;1389
27.04.2004;08.00.00;1398
27.04.2004;09.00.00;896
27.04.2004;10.00.00;908
27.04.2004;11.00.00;931
27.04.2004;12.00.00;1137
27.04.2004;13.00.00;1238
27.04.2004;14.00.00;1048
27.04.2004;15.00.00;1142
27.04.2004;16.00.00;1066
27.04.2004;17.00.00;1164
27.04.2004;18.00.00;1231
27.04.2004;19.00.00;1341
27.04.2004;20.00.00;1266
27.04.2004;21.00.00;1066
27.04.2004;22.00.00;932
27.04.2004;23.00.00;1012
28.04.2004;00.00.00;899
28.04.2004;01.00.00;735
28.04.2004;02.00.00;639
28.04.2004;03.00.00;632
28.04.2004;04.00.00;602
28.04.2004;05.00.00;619
28.04.2004;06.00.00;880
28.04.2004;07.00.00;1560
28.04.2004;08.00.00;1351
28.04.2004;09.00.00;1423
28.04.2004;10.00.00;1252
28.04.2004;11.00.00;1205
28.04.2004;12.00.00;1123
28.04.2004;13.00.00;1170
28.04.2004;14.00.00;1348
28.04.2004;15.00.00;1318
28.04.2004;16.00.00;1185
28.04.2004;17.00.00;1292
28.04.2004;18.00.00;1525
28.04.2004;19.00.00;1510
28.04.2004;20.00.00;1426
28.04.2004;21.00.00;1088
28.04.2004;22.00.00;923
28.04.2004;23.00.00;960
29.04.2004;00.00.00;891
29.04.2004;01.00.00;772
29.04.2004;02.00.00;639
29.04.2004;03.00.00;608
29.04.2004;04.00.00;617
29.04.2004;05.00.00;734
29.04.2004;06.00.00;956
29.04.2004;07.00.00;1547
29.04.2004;08.00.00;1690
29.04.2004;09.00.00;1241
29.04.2004;10.00.00;1009
29.04.2004;11.00.00;941
29.04.2004;12.00.00;1128
29.04.2004;13.00.00;1360
29.04.2004;14.00.00;1321
29.04.2004;15.00.00;1379
29.04.2004;16.00.00;1331
29.04.2004;17.00.00;1424
29.04.2004;18.00.00;1519
29.04.2004;19.00.00;1610
29.04.2004;20.00.00;1275
29.04.2004;21.00.00;1189
29.04.2004;22.00.00;1106
29.04.2004;23.00.00;1104
30.04.2004;00.00.00;1019
30.04.2004;01.00.00;884
30.04.2004;02.00.00;809
30.04.2004;03.00.00;761
30.04.2004;04.00.00;711
30.04.2004;05.00.00;738
30.04.2004;06.00.00;949
30.04.2004;07.00.00;1249
30.04.2004;08.00.00;1295
30.04.2004;09.00.00;1199
30.04.2004;10.00.00;1072
30.04.2004;11.00.00;1082
30.04.2004;12.00.00;1145
30.04.2004;13.00.00;1222
30.04.2004;14.00.00;1160
30.04.2004;15.00.00;1201
30.04.2004;16.00.00;1239
30.04.2004;17.00.00;1274
30.04.2004;18.00.00;1324
30.04.2004;19.00.00;1476
30.04.2004;20.00.00;1282
30.04.2004;21.00.00;1152
30.04.2004;22.00.00;1136
30.04.2004;23.00.00;1107
01.05.2004;00.00.00;1155
01.05.2004;01.00.00;951
01.05.2004;02.00.00;833
01.05.2004;03.00.00;825
01.05.2004;04.00.00;685
01.05.2004;05.00.00;624
01.05.2004;06.00.00;659
01.05.2004;07.00.00;833
01.05.2004;08.00.00;836
01.05.2004;09.00.00;932
01.05.2004;10.00.00;931
01.05.2004;11.00.00;946
01.05.2004;12.00.00;948
01.05.2004;13.00.00;816
01.05.2004;14.00.00;835
01.05.2004;15.00.00;948
01.05.2004;16.00.00;911
01.05.2004;17.00.00;910
01.05.2004;18.00.00;1013
01.05.2004;19.00.00;1140
01.05.2004;20.00.00;1006
01.05.2004;21.00.00;954
01.05.2004;22.00.00;1144
01.05.2004;23.00.00;1094
02.05.2004;00.00.00;914
02.05.2004;01.00.00;894
02.05.2004;02.00.00;789
02.05.2004;03.00.00;838
02.05.2004;04.00.00;670
02.05.2004;05.00.00;628
02.05.2004;06.00.00;689
02.05.2004;07.00.00;751
02.05.2004;08.00.00;806
02.05.2004;09.00.00;851
02.05.2004;10.00.00;918
02.05.2004;11.00.00;816
02.05.2004;12.00.00;821
02.05.2004;13.00.00;754
02.05.2004;14.00.00;847
02.05.2004;15.00.00;859
02.05.2004;16.00.00;790
02.05.2004;17.00.00;957
02.05.2004;18.00.00;1047
02.05.2004;19.00.00;1111
02.05.2004;20.00.00;1003
02.05.2004;21.00.00;966
02.05.2004;22.00.00;985
02.05.2004;23.00.00;910
03.05.2004;00.00.00;861
03.05.2004;01.00.00;654
03.05.2004;02.00.00;598
03.05.2004;03.00.00;564
03.05.2004;04.00.00;547
03.05.2004;05.00.00;697
03.05.2004;06.00.00;906
03.05.2004;07.00.00;1328
03.05.2004;08.00.00;1466
03.05.2004;09.00.00;1222
03.05.2004;10.00.00;1080
03.05.2004;11.00.00;1010
03.05.2004;12.00.00;1013
03.05.2004;13.00.00;1008
03.05.2004;14.00.00;977
03.05.2004;15.00.00;1023
03.05.2004;16.00.00;1204
03.05.2004;17.00.00;1392
03.05.2004;18.00.00;1385
03.05.2004;19.00.00;1279
03.05.2004;20.00.00;1086
03.05.2004;21.00.00;970
03.05.2004;22.00.00;780
03.05.2004;23.00.00;842
04.05.2004;00.00.00;789
04.05.2004;01.00.00;692
04.05.2004;02.00.00;599
04.05.2004;03.00.00;545
04.05.2004;04.00.00;546
04.05.2004;05.00.00;646
04.05.2004;06.00.00;976
04.05.2004;07.00.00;1379
04.05.2004;08.00.00;1358
04.05.2004;09.00.00;1186
04.05.2004;10.00.00;895
04.05.2004;11.00.00;1062
04.05.2004;12.00.00;1104
04.05.2004;13.00.00;1059
04.05.2004;14.00.00;1053
04.05.2004;15.00.00;1082
04.05.2004;16.00.00;828
04.05.2004;17.00.00;1001
04.05.2004;18.00.00;1313
04.05.2004;19.00.00;1353
04.05.2004;20.00.00;1319
04.05.2004;21.00.00;1042
04.05.2004;22.00.00;729
04.05.2004;23.00.00;765
05.05.2004;00.00.00;608
05.05.2004;01.00.00;534
05.05.2004;02.00.00;541
05.05.2004;03.00.00;565
05.05.2004;04.00.00;589
05.05.2004;05.00.00;682
05.05.2004;06.00.00;851
05.05.2004;07.00.00;1271
05.05.2004;08.00.00;1350
05.05.2004;09.00.00;1265
05.05.2004;10.00.00;1085
05.05.2004;11.00.00;1083
05.05.2004;12.00.00;1134
05.05.2004;13.00.00;1288
05.05.2004;14.00.00;1279
05.05.2004;15.00.00;1193
05.05.2004;16.00.00;1022
05.05.2004;17.00.00;978
05.05.2004;18.00.00;1136
05.05.2004;19.00.00;918
05.05.2004;20.00.00;949
05.05.2004;21.00.00;854
05.05.2004;22.00.00;695
05.05.2004;23.00.00;760
06.05.2004;00.00.00;741
06.05.2004;01.00.00;674
06.05.2004;02.00.00;523
06.05.2004;03.00.00;502
06.05.2004;04.00.00;517
06.05.2004;05.00.00;604
06.05.2004;06.00.00;817
06.05.2004;07.00.00;1205
06.05.2004;08.00.00;1304
06.05.2004;09.00.00;1191
06.05.2004;10.00.00;1066
06.05.2004;11.00.00;970
06.05.2004;12.00.00;772
06.05.2004;13.00.00;937
06.05.2004;14.00.00;1119
06.05.2004;15.00.00;1074
06.05.2004;16.00.00;1136
06.05.2004;17.00.00;1063
06.05.2004;18.00.00;954
06.05.2004;19.00.00;1015
06.05.2004;20.00.00;935
06.05.2004;21.00.00;841
06.05.2004;22.00.00;705
06.05.2004;23.00.00;871
07.05.2004;00.00.00;907
07.05.2004;01.00.00;878
07.05.2004;02.00.00;669
07.05.2004;03.00.00;616
07.05.2004;04.00.00;602
07.05.2004;05.00.00;639
07.05.2004;06.00.00;880
07.05.2004;07.00.00;1290
07.05.2004;08.00.00;1355
07.05.2004;09.00.00;1148
07.05.2004;10.00.00;952
07.05.2004;11.00.00;825
07.05.2004;12.00.00;906
07.05.2004;13.00.00;1010
07.05.2004;14.00.00;950
07.05.2004;15.00.00;914
07.05.2004;16.00.00;956
07.05.2004;17.00.00;1238
07.05.2004;18.00.00;1222
07.05.2004;19.00.00;995
07.05.2004;20.00.00;879
07.05.2004;21.00.00;898
07.05.2004;22.00.00;887
07.05.2004;23.00.00;869
08.05.2004;00.00.00;829
08.05.2004;01.00.00;791
08.05.2004;02.00.00;546
08.05.2004;03.00.00;547
08.05.2004;04.00.00;518
08.05.2004;05.00.00;557
08.05.2004;06.00.00;628
08.05.2004;07.00.00;808
08.05.2004;08.00.00;918
08.05.2004;09.00.00;885
08.05.2004;10.00.00;852
08.05.2004;11.00.00;982
08.05.2004;12.00.00;1018
08.05.2004;13.00.00;949
08.05.2004;14.00.00;726
08.05.2004;15.00.00;833
08.05.2004;16.00.00;786
08.05.2004;17.00.00;863
08.05.2004;18.00.00;961
08.05.2004;19.00.00;1209
08.05.2004;20.00.00;1161
08.05.2004;21.00.00;976
08.05.2004;22.00.00;952
08.05.2004;23.00.00;853
09.05.2004;00.00.00;859
09.05.2004;01.00.00;938
09.05.2004;02.00.00;913
09.05.2004;03.00.00;928
09.05.2004;04.00.00;914
09.05.2004;05.00.00;902
09.05.2004;06.00.00;774
09.05.2004;07.00.00;737
09.05.2004;08.00.00;625
09.05.2004;09.00.00;752
09.05.2004;10.00.00;737
09.05.2004;11.00.00;761
09.05.2004;12.00.00;804
09.05.2004;13.00.00;718
09.05.2004;14.00.00;755
09.05.2004;15.00.00;859
09.05.2004;16.00.00;753
09.05.2004;17.00.00;785
09.05.2004;18.00.00;827
09.05.2004;19.00.00;981
09.05.2004;20.00.00;985
09.05.2004;21.00.00;917
09.05.2004;22.00.00;937
09.05.2004;23.00.00;933
10.05.2004;00.00.00;835
10.05.2004;01.00.00;654
10.05.2004;02.00.00;569
10.05.2004;03.00.00;531
10.05.2004;04.00.00;570
10.05.2004;05.00.00;625
10.05.2004;06.00.00;970
10.05.2004;07.00.00;1587
10.05.2004;08.00.00;1668
10.05.2004;09.00.00;1303
10.05.2004;10.00.00;1096
10.05.2004;11.00.00;1040
10.05.2004;12.00.00;1097
10.05.2004;13.00.00;1080
10.05.2004;14.00.00;1096
10.05.2004;15.00.00;1108
10.05.2004;16.00.00;1124
10.05.2004;17.00.00;1234
10.05.2004;18.00.00;1352
10.05.2004;19.00.00;1413
10.05.2004;20.00.00;1189
10.05.2004;21.00.00;1063
10.05.2004;22.00.00;963
10.05.2004;23.00.00;830
11.05.2004;00.00.00;812
11.05.2004;01.00.00;637
11.05.2004;02.00.00;549
11.05.2004;03.00.00;555
11.05.2004;04.00.00;571
11.05.2004;05.00.00;686
11.05.2004;06.00.00;917
11.05.2004;07.00.00;1491
11.05.2004;08.00.00;1575
11.05.2004;09.00.00;1455
11.05.2004;10.00.00;1368
11.05.2004;11.00.00;1248
11.05.2004;12.00.00;1115
11.05.2004;13.00.00;1129
11.05.2004;14.00.00;1035
11.05.2004;15.00.00;1058
11.05.2004;16.00.00;1064
11.05.2004;17.00.00;1326
11.05.2004;18.00.00;1549
11.05.2004;19.00.00;1649
11.05.2004;20.00.00;1458
11.05.2004;21.00.00;1243
11.05.2004;22.00.00;1122
11.05.2004;23.00.00;1064
12.05.2004;00.00.00;926
12.05.2004;01.00.00;771
12.05.2004;02.00.00;744
12.05.2004;03.00.00;661
12.05.2004;04.00.00;632
12.05.2004;05.00.00;749
12.05.2004;06.00.00;964
12.05.2004;07.00.00;1393
12.05.2004;08.00.00;1716
12.05.2004;09.00.00;1469
12.05.2004;10.00.00;1350
12.05.2004;11.00.00;1236
12.05.2004;12.00.00;1371
12.05.2004;13.00.00;1534
12.05.2004;14.00.00;1139
12.05.2004;15.00.00;1072
12.05.2004;16.00.00;1074
12.05.2004;17.00.00;1084
12.05.2004;18.00.00;1097
12.05.2004;19.00.00;1143
12.05.2004;20.00.00;954
12.05.2004;21.00.00;851
12.05.2004;22.00.00;773
12.05.2004;23.00.00;800
13.05.2004;00.00.00;836
13.05.2004;01.00.00;747
13.05.2004;02.00.00;620
13.05.2004;03.00.00;538
13.05.2004;04.00.00;501
13.05.2004;05.00.00;560
13.05.2004;06.00.00;736
13.05.2004;07.00.00;957
13.05.2004;08.00.00;1237
13.05.2004;09.00.00;1000
13.05.2004;10.00.00;1014
13.05.2004;11.00.00;866
13.05.2004;12.00.00;927
13.05.2004;13.00.00;1016
13.05.2004;14.00.00;894
13.05.2004;15.00.00;970
13.05.2004;16.00.00;1191
13.05.2004;17.00.00;1368
13.05.2004;18.00.00;1303
13.05.2004;19.00.00;1342
13.05.2004;20.00.00;1329
13.05.2004;21.00.00;1176
13.05.2004;22.00.00;1049
13.05.2004;23.00.00;1221
14.05.2004;00.00.00;1150
14.05.2004;01.00.00;1017
14.05.2004;02.00.00;853
14.05.2004;03.00.00;769
14.05.2004;04.00.00;814
14.05.2004;05.00.00;833
14.05.2004;06.00.00;917
14.05.2004;07.00.00;1372
14.05.2004;08.00.00;1530
14.05.2004;09.00.00;1104
14.05.2004;10.00.00;1019
14.05.2004;11.00.00;979
14.05.2004;12.00.00;998
14.05.2004;13.00.00;1084
14.05.2004;14.00.00;1068
14.05.2004;15.00.00;1029
14.05.2004;16.00.00;1086
14.05.2004;17.00.00;1145
14.05.2004;18.00.00;1272
14.05.2004;19.00.00;1346
14.05.2004;20.00.00;1183
14.05.2004;21.00.00;1037
14.05.2004;22.00.00;1065
14.05.2004;23.00.00;992
15.05.2004;00.00.00;965
15.05.2004;01.00.00;798
15.05.2004;02.00.00;786
15.05.2004;03.00.00;792
15.05.2004;04.00.00;734
15.05.2004;05.00.00;638
15.05.2004;06.00.00;704
15.05.2004;07.00.00;942
15.05.2004;08.00.00;1104
15.05.2004;09.00.00;1174
15.05.2004;10.00.00;1072
15.05.2004;11.00.00;924
15.05.2004;12.00.00;955
15.05.2004;13.00.00;947
15.05.2004;14.00.00;829
15.05.2004;15.00.00;910
15.05.2004;16.00.00;903
15.05.2004;17.00.00;920
15.05.2004;18.00.00;1016
15.05.2004;19.00.00;1054
15.05.2004;20.00.00;1149
15.05.2004;21.00.00;986
15.05.2004;22.00.00;972
15.05.2004;23.00.00;1049
16.05.2004;00.00.00;996
16.05.2004;01.00.00;859
16.05.2004;02.00.00;743
16.05.2004;03.00.00;721
16.05.2004;04.00.00;630
16.05.2004;05.00.00;599
16.05.2004;06.00.00;581
16.05.2004;07.00.00;721
16.05.2004;08.00.00;774
16.05.2004;09.00.00;908
16.05.2004;10.00.00;970
16.05.2004;11.00.00;897
16.05.2004;12.00.00;889
16.05.2004;13.00.00;753
16.05.2004;14.00.00;776
16.05.2004;15.00.00;862
16.05.2004;16.00.00;947
16.05.2004;17.00.00;982
16.05.2004;18.00.00;973
16.05.2004;19.00.00;1151
16.05.2004;20.00.00;999
16.05.2004;21.00.00;858
16.05.2004;22.00.00;805
16.05.2004;23.00.00;795
17.05.2004;00.00.00;785
17.05.2004;01.00.00;691
17.05.2004;02.00.00;568
17.05.2004;03.00.00;533
17.05.2004;04.00.00;534
17.05.2004;05.00.00;684
17.05.2004;06.00.00;859
17.05.2004;07.00.00;1131
17.05.2004;08.00.00;937
17.05.2004;09.00.00;924
17.05.2004;10.00.00;918
17.05.2004;11.00.00;910
17.05.2004;12.00.00;983
17.05.2004;13.00.00;945
17.05.2004;14.00.00;919
17.05.2004;15.00.00;886
17.05.2004;16.00.00;941
17.05.2004;17.00.00;1097
17.05.2004;18.00.00;1168
17.05.2004;19.00.00;1234
17.05.2004;20.00.00;1072
17.05.2004;21.00.00;832
17.05.2004;22.00.00;861
17.05.2004;23.00.00;872
18.05.2004;00.00.00;774
18.05.2004;01.00.00;609
18.05.2004;02.00.00;582
18.05.2004;03.00.00;521
18.05.2004;04.00.00;547
18.05.2004;05.00.00;656
18.05.2004;06.00.00;825
18.05.2004;07.00.00;1277
18.05.2004;08.00.00;1748
18.05.2004;09.00.00;1137
18.05.2004;10.00.00;1062
18.05.2004;11.00.00;1015
18.05.2004;12.00.00;1162
18.05.2004;13.00.00;1210
18.05.2004;14.00.00;1066
18.05.2004;15.00.00;1111
18.05.2004;16.00.00;981
18.05.2004;17.00.00;1278
18.05.2004;18.00.00;1371
18.05.2004;19.00.00;1443
18.05.2004;20.00.00;1173
18.05.2004;21.00.00;1061
18.05.2004;22.00.00;929
18.05.2004;23.00.00;911
19.05.2004;00.00.00;887
19.05.2004;01.00.00;724
19.05.2004;02.00.00;653
19.05.2004;03.00.00;571
19.05.2004;04.00.00;598
19.05.2004;05.00.00;598
19.05.2004;06.00.00;800
19.05.2004;07.00.00;1321
19.05.2004;08.00.00;1701
19.05.2004;09.00.00;1351
19.05.2004;10.00.00;1096
19.05.2004;11.00.00;1034
19.05.2004;12.00.00;1097
19.05.2004;13.00.00;1154
19.05.2004;14.00.00;1083
19.05.2004;15.00.00;1116
19.05.2004;16.00.00;1165
19.05.2004;17.00.00;1278
19.05.2004;18.00.00;1349
19.05.2004;19.00.00;1326
19.05.2004;20.00.00;1252
19.05.2004;21.00.00;950
19.05.2004;22.00.00;940
19.05.2004;23.00.00;963
20.05.2004;00.00.00;908
20.05.2004;01.00.00;803
20.05.2004;02.00.00;661
20.05.2004;03.00.00;565
20.05.2004;04.00.00;549
20.05.2004;05.00.00;609
20.05.2004;06.00.00;837
20.05.2004;07.00.00;1286
20.05.2004;08.00.00;1617
20.05.2004;09.00.00;1242
20.05.2004;10.00.00;1062
20.05.2004;11.00.00;1067
20.05.2004;12.00.00;1051
20.05.2004;13.00.00;1094
20.05.2004;14.00.00;1061
20.05.2004;15.00.00;1179
20.05.2004;16.00.00;1108
20.05.2004;17.00.00;1342
20.05.2004;18.00.00;1396
20.05.2004;19.00.00;1354
20.05.2004;20.00.00;1312
20.05.2004;21.00.00;1097
20.05.2004;22.00.00;1077
20.05.2004;23.00.00;1060
21.05.2004;00.00.00;850
21.05.2004;01.00.00;698
21.05.2004;02.00.00;622
21.05.2004;03.00.00;633
21.05.2004;04.00.00;640
21.05.2004;05.00.00;624
21.05.2004;06.00.00;856
21.05.2004;07.00.00;1460
21.05.2004;08.00.00;1509
21.05.2004;09.00.00;1303
21.05.2004;10.00.00;1214
21.05.2004;11.00.00;1023
21.05.2004;12.00.00;1037
21.05.2004;13.00.00;1090
21.05.2004;14.00.00;1075
21.05.2004;15.00.00;1084
21.05.2004;16.00.00;1099
21.05.2004;17.00.00;985
21.05.2004;18.00.00;1300
21.05.2004;19.00.00;1273
21.05.2004;20.00.00;1224
21.05.2004;21.00.00;1110
21.05.2004;22.00.00;1094
21.05.2004;23.00.00;1144
22.05.2004;00.00.00;1240
22.05.2004;01.00.00;1178
22.05.2004;02.00.00;966
22.05.2004;03.00.00;820
22.05.2004;04.00.00;713
22.05.2004;05.00.00;687
22.05.2004;06.00.00;745
22.05.2004;07.00.00;947
22.05.2004;08.00.00;1137
22.05.2004;09.00.00;1040
22.05.2004;10.00.00;1015
22.05.2004;11.00.00;1037
22.05.2004;12.00.00;1080
22.05.2004;13.00.00;1070
22.05.2004;14.00.00;912
22.05.2004;15.00.00;997
22.05.2004;16.00.00;1041
22.05.2004;17.00.00;1174
22.05.2004;18.00.00;1113
22.05.2004;19.00.00;1171
22.05.2004;20.00.00;1011
22.05.2004;21.00.00;832
22.05.2004;22.00.00;1075
22.05.2004;23.00.00;1159
23.05.2004;00.00.00;1311
23.05.2004;01.00.00;1177
23.05.2004;02.00.00;994
23.05.2004;03.00.00;1070
23.05.2004;04.00.00;761
23.05.2004;05.00.00;591
23.05.2004;06.00.00;598
23.05.2004;07.00.00;713
23.05.2004;08.00.00;729
23.05.2004;09.00.00;698
23.05.2004;10.00.00;718
23.05.2004;11.00.00;740
23.05.2004;12.00.00;778
23.05.2004;13.00.00;723
23.05.2004;14.00.00;673
23.05.2004;15.00.00;758
23.05.2004;16.00.00;816
23.05.2004;17.00.00;851
23.05.2004;18.00.00;850
23.05.2004;19.00.00;805
23.05.2004;20.00.00;787
23.05.2004;21.00.00;815
23.05.2004;22.00.00;814
23.05.2004;23.00.00;719
24.05.2004;00.00.00;714
24.05.2004;01.00.00;615
24.05.2004;02.00.00;500
24.05.2004;03.00.00;450
24.05.2004;04.00.00;437
24.05.2004;05.00.00;466
24.05.2004;06.00.00;642
24.05.2004;07.00.00;893
24.05.2004;08.00.00;966
24.05.2004;09.00.00;853
24.05.2004;10.00.00;800
24.05.2004;11.00.00;788
24.05.2004;12.00.00;848
24.05.2004;13.00.00;866
24.05.2004;14.00.00;854
24.05.2004;15.00.00;878
24.05.2004;16.00.00;885
24.05.2004;17.00.00;1048
24.05.2004;18.00.00;1100
24.05.2004;19.00.00;1048
24.05.2004;20.00.00;845
24.05.2004;21.00.00;751
24.05.2004;22.00.00;756
24.05.2004;23.00.00;762
25.05.2004;00.00.00;727
25.05.2004;01.00.00;634
25.05.2004;02.00.00;493
25.05.2004;03.00.00;515
25.05.2004;04.00.00;489
25.05.2004;05.00.00;560
25.05.2004;06.00.00;630
