Date;Time;PT08.S5(O3)
17.04.2004;07.00.00;965
17.04.2004;08.00.00;985
17.04.2004;09.00.00;963
17.04.2004;10.00.00;1069
17.04.2004;11.00.00;864
17.04.2004;12.00.00;641
17.04.2004;13.00.00;740
17.04.2004;14.00.00;532
17.04.2004;15.00.00;572
17.04.2004;16.00.00;630
17.04.2004;17.00.00;608
17.04.2004;18.00.00;644
17.04.2004;19.00.00;833
17.04.2004;20.00.00;923
17.04.2004;21.00.00;790
17.04.2004;22.00.00;961
17.04.2004;23.00.00;1177
18.04.2004;00.00.00;943
18.04.2004;01.00.00;742
18.04.2004;02.00.00;705
18.04.2004;03.00.00;663
18.04.2004;04.00.00;536
18.04.2004;05.00.00;441
18.04.2004;06.00.00;477
18.04.2004;07.00.00;506
18.04.2004;08.00.00;608
18.04.2004;09.00.00;663
18.04.2004;10.00.00;912
18.04.2004;11.00.00;963
18.04.2004;12.00.00;803
18.04.2004;13.00.00;564
18.04.2004;14.00.00;501
18.04.2004;15.00.00;701
18.04.2004;16.00.00;783
18.04.2004;17.00.00;784
18.04.2004;18.00.00;861
18.04.2004;19.00.00;1156
18.04.2004;20.00.00;1047
18.04.2004;21.00.00;1034
18.04.2004;22.00.00;962
18.04.2004;23.00.00;1100
19.04.2004;00.00.00;1047
19.04.2004;01.00.00;874
19.04.2004;02.00.00;747
19.04.2004;03.00.00;589
19.04.2004;04.00.00;635
19.04.2004;05.00.00;671
19.04.2004;06.00.00;992
19.04.2004;07.00.00;1308
19.04.2004;08.00.00;1303
19.04.2004;09.00.00;893
19.04.2004;10.00.00;715
19.04.2004;11.00.00;685
19.04.2004;12.00.00;947
19.04.2004;13.00.00;1049
19.04.2004;14.00.00;741
19.04.2004;15.00.00;801
19.04.2004;16.00.00;969
19.04.2004;17.00.00;1038
19.04.2004;18.00.00;889
19.04.2004;19.00.00;879
19.04.2004;20.00.00;846
19.04.2004;21.00.00;712
19.04.2004;22.00.00;747
19.04.2004;23.00.00;791
20.04.2004;00.00.00;637
20.04.2004;01.00.00;553
20.04.2004;02.00.00;449
20.04.2004;03.00.00;485
20.04.2004;04.00.00;540
20.04.2004;05.00.00;685
20.04.2004;06.00.00;925
20.04.2004;07.00.00;1382
20.04.2004;08.00.00;1645
20.04.2004;09.00.00;1514
20.04.2004;10.00.00;1509
20.04.2004;11.00.00;1520
20.04.2004;12.00.00;1471
20.04.2004;13.00.00;1282
20.04.2004;14.00.00;1004
20.04.2004;15.00.00;714
20.04.2004;16.00.00;940
20.04.2004;17.00.00;1272
20.04.2004;18.00.00;1526
20.04.2004;19.00.00;1488
20.04.2004;20.00.00;1475
20.04.2004;21.00.00;1182
20.04.2004;22.00.00;933
20.04.2004;23.00.00;1001
21.04.2004;00.00.00;756
21.04.2004;01.00.00;952
21.04.2004;02.00.00;808
21.04.2004;03.00.00;779
21.04.2004;04.00.00;717
21.04.2004;05.00.00;779
21.04.2004;06.00.00;1009
21.04.2004;07.00.00;1595
21.04.2004;08.00.00;1940
21.04.2004;09.00.00;1628
21.04.2004;10.00.00;1573
21.04.2004;11.00.00;1187
21.04.2004;12.00.00;900
21.04.2004;13.00.00;800
21.04.2004;14.00.00;770
21.04.2004;15.00.00;758
21.04.2004;16.00.00;886
21.04.2004;17.00.00;1219
21.04.2004;18.00.00;1725
21.04.2004;19.00.00;1745
21.04.2004;20.00.00;1600
21.04.2004;21.00.00;1310
21.04.2004;22.00.00;1208
21.04.2004;23.00.00;1074
22.04.2004;00.00.00;993
22.04.2004;01.00.00;923
22.04.2004;02.00.00;819
22.04.2004;03.00.00;727
22.04.2004;04.00.00;694
22.04.2004;05.00.00;727
22.04.2004;06.00.00;926
22.04.2004;07.00.00;1194
22.04.2004;08.00.00;1502
22.04.2004;09.00.00;1743
22.04.2004;10.00.00;1542
22.04.2004;11.00.00;1354
22.04.2004;12.00.00;1175
22.04.2004;13.00.00;916
22.04.2004;14.00.00;818
22.04.2004;15.00.00;1028
22.04.2004;16.00.00;1113
22.04.2004;17.00.00;1431
22.04.2004;18.00.00;1503
22.04.2004;19.00.00;1775
22.04.2004;20.00.00;1505
22.04.2004;21.00.00;1211
22.04.2004;22.00.00;872
22.04.2004;23.00.00;855
23.04.2004;00.00.00;1170
23.04.2004;01.00.00;1024
23.04.2004;02.00.00;841
23.04.2004;03.00.00;760
23.04.2004;04.00.00;803
23.04.2004;05.00.00;793
23.04.2004;06.00.00;906
23.04.2004;07.00.00;1541
23.04.2004;08.00.00;1861
23.04.2004;09.00.00;1895
23.04.2004;10.00.00;1684
23.04.2004;11.00.00;1731
23.04.2004;12.00.00;1402
23.04.2004;13.00.00;1246
23.04.2004;14.00.00;1342
23.04.2004;15.00.00;1489
23.04.2004;16.00.00;1532
23.04.2004;17.00.00;1909
23.04.2004;18.00.00;1757
23.04.2004;19.00.00;1983
23.04.2004;20.00.00;1703
23.04.2004;21.00.00;1246
23.04.2004;22.00.00;1321
23.04.2004;23.00.00;1375
24.04.2004;00.00.00;1456
24.04.2004;01.00.00;1442
24.04.2004;02.00.00;1243
24.04.2004;03.00.00;1078
24.04.2004;04.00.00;939
24.04.2004;05.00.00;937
24.04.2004;06.00.00;1019
24.04.2004;07.00.00;1140
24.04.2004;08.00.00;1351
24.04.2004;09.00.00;1459
24.04.2004;10.00.00;1297
24.04.2004;11.00.00;1291
24.04.2004;12.00.00;1296
24.04.2004;13.00.00;972
24.04.2004;14.00.00;1194
24.04.2004;15.00.00;880
24.04.2004;16.00.00;909
24.04.2004;17.00.00;839
24.04.2004;18.00.00;1248
24.04.2004;19.00.00;1476
24.04.2004;20.00.00;1502
24.04.2004;21.00.00;873
24.04.2004;22.00.00;528
24.04.2004;23.00.00;492
25.04.2004;00.00.00;463
25.04.2004;01.00.00;494
25.04.2004;02.00.00;503
25.04.2004;03.00.00;581
25.04.2004;04.00.00;350
25.04.2004;05.00.00;305
25.04.2004;06.00.00;329
25.04.2004;07.00.00;375
25.04.2004;08.00.00;373
25.04.2004;09.00.00;385
25.04.2004;10.00.00;403
25.04.2004;11.00.00;393
25.04.2004;12.00.00;388
25.04.2004;13.00.00;371
25.04.2004;14.00.00;347
25.04.2004;15.00.00;396
25.04.2004;16.00.00;474
25.04.2004;17.00.00;505
25.04.2004;18.00.00;625
25.04.2004;19.00.00;941
25.04.2004;20.00.00;893
25.04.2004;21.00.00;731
25.04.2004;22.00.00;955
25.04.2004;23.00.00;761
26.04.2004;00.00.00;515
26.04.2004;01.00.00;434
26.04.2004;02.00.00;369
26.04.2004;03.00.00;335
26.04.2004;04.00.00;319
26.04.2004;05.00.00;378
26.04.2004;06.00.00;517
26.04.2004;07.00.00;786
26.04.2004;08.00.00;844
26.04.2004;09.00.00;720
26.04.2004;10.00.00;668
26.04.2004;11.00.00;605
26.04.2004;12.00.00;646
26.04.2004;13.00.00;640
26.04.2004;14.00.00;571
26.04.2004;15.00.00;605
26.04.2004;16.00.00;636
26.04.2004;17.00.00;886
26.04.2004;18.00.00;1032
26.04.2004;19.00.00;977
26.04.2004;20.00.00;924
26.04.2004;21.00.00;846
26.04.2004;22.00.00;755
26.04.2004;23.00.00;610
27.04.2004;00.00.00;439
27.04.2004;01.00.00;402
27.04.2004;02.00.00;406
27.04.2004;03.00.00;424
27.04.2004;04.00.00;558
27.04.2004;05.00.00;746
27.04.2004;06.00.00;1126
27.04.2004;07.00.00;1703
27.04.2004;08.00.00;1628
27.04.2004;09.00.00;936
27.04.2004;10.00.00;890
27.04.2004;11.00.00;757
27.04.2004;12.00.00;949
27.04.2004;13.00.00;1109
27.04.2004;14.00.00;870
27.04.2004;15.00.00;1011
27.04.2004;16.00.00;885
27.04.2004;17.00.00;1015
27.04.2004;18.00.00;1155
27.04.2004;19.00.00;1315
27.04.2004;20.00.00;1359
27.04.2004;21.00.00;1194
27.04.2004;22.00.00;951
27.04.2004;23.00.00;1054
28.04.2004;00.00.00;980
28.04.2004;01.00.00;898
28.04.2004;02.00.00;803
28.04.2004;03.00.00;684
28.04.2004;04.00.00;644
28.04.2004;05.00.00;677
28.04.2004;06.00.00;996
28.04.2004;07.00.00;1736
28.04.2004;08.00.00;1692
28.04.2004;09.00.00;2108
28.04.2004;10.00.00;1807
28.04.2004;11.00.00;1566
28.04.2004;12.00.00;1293
28.04.2004;13.00.00;1219
28.04.2004;14.00.00;1330
28.04.2004;15.00.00;1299
28.04.2004;16.00.00;1111
28.04.2004;17.00.00;1300
28.04.2004;18.00.00;1653
28.04.2004;19.00.00;1716
28.04.2004;20.00.00;1720
28.04.2004;21.00.00;1339
28.04.2004;22.00.00;1166
28.04.2004;23.00.00;1256
29.04.2004;00.00.00;1125
29.04.2004;01.00.00;968
29.04.2004;02.00.00;814
29.04.2004;03.00.00;743
29.04.2004;04.00.00;758
29.04.2004;05.00.00;861
29.04.2004;06.00.00;1047
29.04.2004;07.00.00;1665
29.04.2004;08.00.00;1982
29.04.2004;09.00.00;1711
29.04.2004;10.00.00;1204
29.04.2004;11.00.00;871
29.04.2004;12.00.00;1040
29.04.2004;13.00.00;1439
29.04.2004;14.00.00;1516
29.04.2004;15.00.00;1693
29.04.2004;16.00.00;1635
29.04.2004;17.00.00;1688
29.04.2004;18.00.00;1820
29.04.2004;19.00.00;2006
29.04.2004;20.00.00;1740
29.04.2004;21.00.00;1577
29.04.2004;22.00.00;1443
29.04.2004;23.00.00;1411
30.04.2004;00.00.00;1217
30.04.2004;01.00.00;1086
30.04.2004;02.00.00;1050
30.04.2004;03.00.00;965
30.04.2004;04.00.00;906
30.04.2004;05.00.00;917
30.04.2004;06.00.00;1116
30.04.2004;07.00.00;1380
30.04.2004;08.00.00;1378
30.04.2004;09.00.00;1365
30.04.2004;10.00.00;1273
30.04.2004;11.00.00;1242
30.04.2004;12.00.00;1294
30.04.2004;13.00.00;1413
30.04.2004;14.00.00;1224
30.04.2004;15.00.00;1318
30.04.2004;16.00.00;1404
30.04.2004;17.00.00;1471
30.04.2004;18.00.00;1623
30.04.2004;19.00.00;1786
30.04.2004;20.00.00;1569
30.04.2004;21.00.00;1495
30.04.2004;22.00.00;1471
30.04.2004;23.00.00;1384
01.05.2004;00.00.00;1789
01.05.2004;01.00.00;1323
01.05.2004;02.00.00;1081
01.05.2004;03.00.00;938
01.05.2004;04.00.00;673
01.05.2004;05.00.00;543
01.05.2004;06.00.00;561
01.05.2004;07.00.00;862
01.05.2004;08.00.00;901
01.05.2004;09.00.00;1048
01.05.2004;10.00.00;971
01.05.2004;11.00.00;915
01.05.2004;12.00.00;891
01.05.2004;13.00.00;628
01.05.2004;14.00.00;556
01.05.2004;15.00.00;652
01.05.2004;16.00.00;683
01.05.2004;17.00.00;624
01.05.2004;18.00.00;733
01.05.2004;19.00.00;1062
01.05.2004;20.00.00;988
01.05.2004;21.00.00;871
01.05.2004;22.00.00;1243
01.05.2004;23.00.00;1175
02.05.2004;00.00.00;1126
02.05.2004;01.00.00;1118
02.05.2004;02.00.00;864
02.05.2004;03.00.00;942
02.05.2004;04.00.00;684
02.05.2004;05.00.00;689
02.05.2004;06.00.00;767
02.05.2004;07.00.00;817
02.05.2004;08.00.00;940
02.05.2004;09.00.00;908
02.05.2004;10.00.00;871
02.05.2004;11.00.00;689
02.05.2004;12.00.00;629
02.05.2004;13.00.00;602
02.05.2004;14.00.00;617
02.05.2004;15.00.00;677
02.05.2004;16.00.00;580
02.05.2004;17.00.00;861
02.05.2004;18.00.00;1080
02.05.2004;19.00.00;1288
02.05.2004;20.00.00;1163
02.05.2004;21.00.00;1043
02.05.2004;22.00.00;1045
02.05.2004;23.00.00;929
03.05.2004;00.00.00;825
03.05.2004;01.00.00;545
03.05.2004;02.00.00;500
03.05.2004;03.00.00;494
03.05.2004;04.00.00;505
03.05.2004;05.00.00;717
03.05.2004;06.00.00;1126
03.05.2004;07.00.00;1597
03.05.2004;08.00.00;1687
03.05.2004;09.00.00;1529
03.05.2004;10.00.00;1366
03.05.2004;11.00.00;1074
03.05.2004;12.00.00;940
03.05.2004;13.00.00;921
03.05.2004;14.00.00;695
03.05.2004;15.00.00;795
03.05.2004;16.00.00;1079
03.05.2004;17.00.00;1473
03.05.2004;18.00.00;1493
03.05.2004;19.00.00;1308
03.05.2004;20.00.00;1189
03.05.2004;21.00.00;1076
03.05.2004;22.00.00;806
03.05.2004;23.00.00;973
04.05.2004;00.00.00;929
04.05.2004;01.00.00;778
04.05.2004;02.00.00;633
04.05.2004;03.00.00;497
04.05.2004;04.00.00;458
04.05.2004;05.00.00;579
04.05.2004;06.00.00;1003
04.05.2004;07.00.00;1393
04.05.2004;08.00.00;1406
04.05.2004;09.00.00;1308
04.05.2004;10.00.00;863
04.05.2004;11.00.00;1004
04.05.2004;12.00.00;1023
04.05.2004;13.00.00;978
04.05.2004;14.00.00;979
04.05.2004;15.00.00;971
04.05.2004;16.00.00;617
04.05.2004;17.00.00;717
04.05.2004;18.00.00;1220
04.05.2004;19.00.00;1296
04.05.2004;20.00.00;1413
04.05.2004;21.00.00;1093
04.05.2004;22.00.00;586
04.05.2004;23.00.00;575
05.05.2004;00.00.00;441
05.05.2004;01.00.00;358
05.05.2004;02.00.00;377
05.05.2004;03.00.00;437
05.05.2004;04.00.00;468
05.05.2004;05.00.00;580
05.05.2004;06.00.00;805
05.05.2004;07.00.00;1273
05.05.2004;08.00.00;1452
05.05.2004;09.00.00;1307
05.05.2004;10.00.00;1102
05.05.2004;11.00.00;1083
05.05.2004;12.00.00;1083
05.05.2004;13.00.00;1236
05.05.2004;14.00.00;1223
05.05.2004;15.00.00;1175
05.05.2004;16.00.00;933
05.05.2004;17.00.00;835
05.05.2004;18.00.00;1291
05.05.2004;19.00.00;802
05.05.2004;20.00.00;842
05.05.2004;21.00.00;744
05.05.2004;22.00.00;500
05.05.2004;23.00.00;560
06.05.2004;00.00.00;589
06.05.2004;01.00.00;488
06.05.2004;02.00.00;387
06.05.2004;03.00.00;355
06.05.2004;04.00.00;351
06.05.2004;05.00.00;420
06.05.2004;06.00.00;695
06.05.2004;07.00.00;1139
06.05.2004;08.00.00;1315
06.05.2004;09.00.00;1217
06.05.2004;10.00.00;1014
06.05.2004;11.00.00;884
06.05.2004;12.00.00;524
06.05.2004;13.00.00;644
06.05.2004;14.00.00;1032
06.05.2004;15.00.00;1038
06.05.2004;16.00.00;1077
06.05.2004;17.00.00;983
06.05.2004;18.00.00;834
06.05.2004;19.00.00;949
06.05.2004;20.00.00;941
06.05.2004;21.00.00;756
06.05.2004;22.00.00;655
06.05.2004;23.00.00;805
07.05.2004;00.00.00;970
07.05.2004;01.00.00;969
07.05.2004;02.00.00;671
07.05.2004;03.00.00;575
07.05.2004;04.00.00;535
07.05.2004;05.00.00;489
07.05.2004;06.00.00;689
07.05.2004;07.00.00;1196
07.05.2004;08.00.00;1266
07.05.2004;09.00.00;1130
07.05.2004;10.00.00;834
07.05.2004;11.00.00;536
07.05.2004;12.00.00;545
07.05.2004;13.00.00;720
07.05.2004;14.00.00;655
07.05.2004;15.00.00;614
07.05.2004;16.00.00;725
07.05.2004;17.00.00;1036
07.05.2004;18.00.00;1127
07.05.2004;19.00.00;854
07.05.2004;20.00.00;792
07.05.2004;21.00.00;891
07.05.2004;22.00.00;876
07.05.2004;23.00.00;851
08.05.2004;00.00.00;787
08.05.2004;01.00.00;711
08.05.2004;02.00.00;396
08.05.2004;03.00.00;375
08.05.2004;04.00.00;343
08.05.2004;05.00.00;401
08.05.2004;06.00.00;518
08.05.2004;07.00.00;685
08.05.2004;08.00.00;939
08.05.2004;09.00.00;974
08.05.2004;10.00.00;959
08.05.2004;11.00.00;1067
08.05.2004;12.00.00;1061
08.05.2004;13.00.00;1008
08.05.2004;14.00.00;637
08.05.2004;15.00.00;647
08.05.2004;16.00.00;523
08.05.2004;17.00.00;539
08.05.2004;18.00.00;649
08.05.2004;19.00.00;1071
08.05.2004;20.00.00;1237
08.05.2004;21.00.00;1018
08.05.2004;22.00.00;966
08.05.2004;23.00.00;901
09.05.2004;00.00.00;949
09.05.2004;01.00.00;1057
09.05.2004;02.00.00;989
09.05.2004;03.00.00;1005
09.05.2004;04.00.00;1003
09.05.2004;05.00.00;1087
09.05.2004;06.00.00;909
09.05.2004;07.00.00;882
09.05.2004;08.00.00;568
09.05.2004;09.00.00;620
09.05.2004;10.00.00;686
09.05.2004;11.00.00;700
09.05.2004;12.00.00;780
09.05.2004;13.00.00;558
09.05.2004;14.00.00;608
09.05.2004;15.00.00;754
09.05.2004;16.00.00;544
09.05.2004;17.00.00;550
09.05.2004;18.00.00;627
09.05.2004;19.00.00;877
09.05.2004;20.00.00;981
09.05.2004;21.00.00;832
09.05.2004;22.00.00;941
09.05.2004;23.00.00;1022
10.05.2004;00.00.00;888
10.05.2004;01.00.00;683
10.05.2004;02.00.00;534
10.05.2004;03.00.00;489
10.05.2004;04.00.00;562
10.05.2004;05.00.00;652
10.05.2004;06.00.00;1019
10.05.2004;07.00.00;1678
10.05.2004;08.00.00;1749
10.05.2004;09.00.00;1494
10.05.2004;10.00.00;1186
10.05.2004;11.00.00;1051
10.05.2004;12.00.00;1027
10.05.2004;13.00.00;981
10.05.2004;14.00.00;976
10.05.2004;15.00.00;932
10.05.2004;16.00.00;871
10.05.2004;17.00.00;990
10.05.2004;18.00.00;1196
10.05.2004;19.00.00;1329
10.05.2004;20.00.00;1151
10.05.2004;21.00.00;1031
10.05.2004;22.00.00;917
10.05.2004;23.00.00;860
11.05.2004;00.00.00;910
11.05.2004;01.00.00;699
11.05.2004;02.00.00;596
11.05.2004;03.00.00;643
11.05.2004;04.00.00;704
11.05.2004;05.00.00;741
11.05.2004;06.00.00;968
11.05.2004;07.00.00;1561
11.05.2004;08.00.00;1779
11.05.2004;09.00.00;1822
11.05.2004;10.00.00;1675
11.05.2004;11.00.00;1295
11.05.2004;12.00.00;1091
11.05.2004;13.00.00;1023
11.05.2004;14.00.00;877
11.05.2004;15.00.00;931
11.05.2004;16.00.00;913
11.05.2004;17.00.00;1255
11.05.2004;18.00.00;1571
11.05.2004;19.00.00;1779
11.05.2004;20.00.00;1735
11.05.2004;21.00.00;1511
11.05.2004;22.00.00;1424
11.05.2004;23.00.00;1348
12.05.2004;00.00.00;1174
12.05.2004;01.00.00;947
12.05.2004;02.00.00;935
12.05.2004;03.00.00;838
12.05.2004;04.00.00;768
12.05.2004;05.00.00;881
12.05.2004;06.00.00;1096
12.05.2004;07.00.00;1495
12.05.2004;08.00.00;1895
12.05.2004;09.00.00;1758
12.05.2004;10.00.00;1630
12.05.2004;11.00.00;1530
12.05.2004;12.00.00;1622
12.05.2004;13.00.00;1828
12.05.2004;14.00.00;1323
12.05.2004;15.00.00;1188
12.05.2004;16.00.00;1166
12.05.2004;17.00.00;1108
12.05.2004;18.00.00;995
12.05.2004;19.00.00;1108
12.05.2004;20.00.00;956
12.05.2004;21.00.00;817
12.05.2004;22.00.00;658
12.05.2004;23.00.00;658
13.05.2004;00.00.00;748
13.05.2004;01.00.00;569
13.05.2004;02.00.00;445
13.05.2004;03.00.00;379
13.05.2004;04.00.00;354
13.05.2004;05.00.00;407
13.05.2004;06.00.00;611
13.05.2004;07.00.00;944
13.05.2004;08.00.00;1328
13.05.2004;09.00.00;1085
13.05.2004;10.00.00;1139
13.05.2004;11.00.00;799
13.05.2004;12.00.00;804
13.05.2004;13.00.00;930
13.05.2004;14.00.00;771
13.05.2004;15.00.00;845
13.05.2004;16.00.00;1192
13.05.2004;17.00.00;1494
13.05.2004;18.00.00;1457
13.05.2004;19.00.00;1489
13.05.2004;20.00.00;1602
13.05.2004;21.00.00;1468
13.05.2004;22.00.00;1274
13.05.2004;23.00.00;1401
14.05.2004;00.00.00;1354
14.05.2004;01.00.00;1188
14.05.2004;02.00.00;975
14.05.2004;03.00.00;816
14.05.2004;04.00.00;921
14.05.2004;05.00.00;1012
14.05.2004;06.00.00;905
14.05.2004;07.00.00;1449
14.05.2004;08.00.00;1725
14.05.2004;09.00.00;1301
14.05.2004;10.00.00;1181
14.05.2004;11.00.00;962
14.05.2004;12.00.00;862
14.05.2004;13.00.00;1017
14.05.2004;14.00.00;993
14.05.2004;15.00.00;879
14.05.2004;16.00.00;926
14.05.2004;17.00.00;1011
14.05.2004;18.00.00;1380
14.05.2004;19.00.00;1698
14.05.2004;20.00.00;1432
14.05.2004;21.00.00;1217
14.05.2004;22.00.00;1317
14.05.2004;23.00.00;1255
15.05.2004;00.00.00;1223
15.05.2004;01.00.00;930
15.05.2004;02.00.00;954
15.05.2004;03.00.00;889
15.05.2004;04.00.00;808
15.05.2004;05.00.00;643
15.05.2004;06.00.00;756
15.05.2004;07.00.00;1067
15.05.2004;08.00.00;1391
15.05.2004;09.00.00;1486
15.05.2004;10.00.00;1327
15.05.2004;11.00.00;835
15.05.2004;12.00.00;834
15.05.2004;13.00.00;815
15.05.2004;14.00.00;621
15.05.2004;15.00.00;643
15.05.2004;16.00.00;712
15.05.2004;17.00.00;746
15.05.2004;18.00.00;991
15.05.2004;19.00.00;1046
15.05.2004;20.00.00;1304
15.05.2004;21.00.00;1100
15.05.2004;22.00.00;1001
15.05.2004;23.00.00;1290
16.05.2004;00.00.00;1205
16.05.2004;01.00.00;1045
16.05.2004;02.00.00;739
16.05.2004;03.00.00;683
16.05.2004;04.00.00;573
16.05.2004;05.00.00;564
16.05.2004;06.00.00;602
16.05.2004;07.00.00;785
16.05.2004;08.00.00;878
16.05.2004;09.00.00;981
16.05.2004;10.00.00;991
16.05.2004;11.00.00;780
16.05.2004;12.00.00;684
16.05.2004;13.00.00;468
16.05.2004;14.00.00;468
16.05.2004;15.00.00;530
16.05.2004;16.00.00;648
16.05.2004;17.00.00;746
16.05.2004;18.00.00;819
16.05.2004;19.00.00;1125
16.05.2004;20.00.00;1013
16.05.2004;21.00.00;816
16.05.2004;22.00.00;750
16.05.2004;23.00.00;673
17.05.2004;00.00.00;692
17.05.2004;01.00.00;517
17.05.2004;02.00.00;392
17.05.2004;03.00.00;360
17.05.2004;04.00.00;409
17.05.2004;05.00.00;779
17.05.2004;06.00.00;1016
17.05.2004;07.00.00;1243
17.05.2004;08.00.00;949
17.05.2004;09.00.00;861
17.05.2004;10.00.00;850
17.05.2004;11.00.00;788
17.05.2004;12.00.00;879
17.05.2004;13.00.00;747
17.05.2004;14.00.00;700
17.05.2004;15.00.00;695
17.05.2004;16.00.00;756
17.05.2004;17.00.00;941
17.05.2004;18.00.00;1021
17.05.2004;19.00.00;1167
17.05.2004;20.00.00;1105
17.05.2004;21.00.00;712
17.05.2004;22.00.00;735
17.05.2004;23.00.00;851
18.05.2004;00.00.00;706
18.05.2004;01.00.00;643
18.05.2004;02.00.00;608
18.05.2004;03.00.00;469
18.05.2004;04.00.00;469
18.05.2004;05.00.00;618
18.05.2004;06.00.00;931
18.05.2004;07.00.00;1519
18.05.2004;08.00.00;2054
18.05.2004;09.00.00;1550
18.05.2004;10.00.00;1381
18.05.2004;11.00.00;1115
18.05.2004;12.00.00;1189
18.05.2004;13.00.00;1200
18.05.2004;14.00.00;965
18.05.2004;15.00.00;1018
18.05.2004;16.00.00;775
18.05.2004;17.00.00;1193
18.05.2004;18.00.00;1425
18.05.2004;19.00.00;1594
18.05.2004;20.00.00;1284
18.05.2004;21.00.00;1174
18.05.2004;22.00.00;937
18.05.2004;23.00.00;985
19.05.2004;00.00.00;1041
19.05.2004;01.00.00;867
19.05.2004;02.00.00;822
19.05.2004;03.00.00;624
19.05.2004;04.00.00;669
19.05.2004;05.00.00;628
19.05.2004;06.00.00;810
19.05.2004;07.00.00;1495
19.05.2004;08.00.00;2018
19.05.2004;09.00.00;1696
19.05.2004;10.00.00;1340
19.05.2004;11.00.00;1123
19.05.2004;12.00.00;971
19.05.2004;13.00.00;1000
19.05.2004;14.00.00;891
19.05.2004;15.00.00;852
19.05.2004;16.00.00;975
19.05.2004;17.00.00;1192
19.05.2004;18.00.00;1373
19.05.2004;19.00.00;1307
19.05.2004;20.00.00;1325
19.05.2004;21.00.00;918
19.05.2004;22.00.00;877
19.05.2004;23.00.00;1024
20.05.2004;00.00.00;1019
20.05.2004;01.00.00;823
20.05.2004;02.00.00;701
20.05.2004;03.00.00;542
20.05.2004;04.00.00;463
20.05.2004;05.00.00;533
20.05.2004;06.00.00;906
20.05.2004;07.00.00;1447
20.05.2004;08.00.00;1835
20.05.2004;09.00.00;1552
20.05.2004;10.00.00;1092
20.05.2004;11.00.00;1071
20.05.2004;12.00.00;881
20.05.2004;13.00.00;907
20.05.2004;14.00.00;899
20.05.2004;15.00.00;1074
20.05.2004;16.00.00;969
20.05.2004;17.00.00;1267
20.05.2004;18.00.00;1402
20.05.2004;19.00.00;1437
20.05.2004;20.00.00;1382
20.05.2004;21.00.00;1280
20.05.2004;22.00.00;1250
20.05.2004;23.00.00;1359
21.05.2004;00.00.00;1102
21.05.2004;01.00.00;768
21.05.2004;02.00.00;656
21.05.2004;03.00.00;683
21.05.2004;04.00.00;670
21.05.2004;05.00.00;656
21.05.2004;06.00.00;926
21.05.2004;07.00.00;1677
21.05.2004;08.00.00;1828
21.05.2004;09.00.00;1752
21.05.2004;10.00.00;1581
21.05.2004;11.00.00;1132
21.05.2004;12.00.00;1037
21.05.2004;13.00.00;1023
21.05.2004;14.00.00;1022
21.05.2004;15.00.00;989
21.05.2004;16.00.00;925
21.05.2004;17.00.00;795
21.05.2004;18.00.00;1263
21.05.2004;19.00.00;1184
21.05.2004;20.00.00;1272
21.05.2004;21.00.00;1177
21.05.2004;22.00.00;1231
21.05.2004;23.00.00;1243
22.05.2004;00.00.00;1427
22.05.2004;01.00.00;1454
22.05.2004;02.00.00;1183
22.05.2004;03.00.00;908
22.05.2004;04.00.00;821
22.05.2004;05.00.00;777
22.05.2004;06.00.00;888
22.05.2004;07.00.00;1076
22.05.2004;08.00.00;1285
22.05.2004;09.00.00;1315
22.05.2004;10.00.00;1250
22.05.2004;11.00.00;978
22.05.2004;12.00.00;1072
22.05.2004;13.00.00;1064
22.05.2004;14.00.00;825
22.05.2004;15.00.00;924
22.05.2004;16.00.00;966
22.05.2004;17.00.00;1302
22.05.2004;18.00.00;1256
22.05.2004;19.00.00;1068
22.05.2004;20.00.00;1070
22.05.2004;21.00.00;792
22.05.2004;22.00.00;1017
22.05.2004;23.00.00;1207
23.05.2004;00.00.00;1499
23.05.2004;01.00.00;1474
23.05.2004;02.00.00;1163
23.05.2004;03.00.00;1189
23.05.2004;04.00.00;815
23.05.2004;05.00.00;507
23.05.2004;06.00.00;506
23.05.2004;07.00.00;716
23.05.2004;08.00.00;795
23.05.2004;09.00.00;594
23.05.2004;10.00.00;565
23.05.2004;11.00.00;523
23.05.2004;12.00.00;591
23.05.2004;13.00.00;559
23.05.2004;14.00.00;430
23.05.2004;15.00.00;522
23.05.2004;16.00.00;641
23.05.2004;17.00.00;738
23.05.2004;18.00.00;778
23.05.2004;19.00.00;718
23.05.2004;20.00.00;689
23.05.2004;21.00.00;852
23.05.2004;22.00.00;854
23.05.2004;23.00.00;664
24.05.2004;00.00.00;544
24.05.2004;01.00.00;461
24.05.2004;02.00.00;352
24.05.2004;03.00.00;308
24.05.2004;04.00.00;301
24.05.2004;05.00.00;307
24.05.2004;06.00.00;441
24.05.2004;07.00.00;775
24.05.2004;08.00.00;907
24.05.2004;09.00.00;763
24.05.2004;10.00.00;649
24.05.2004;11.00.00;598
24.05.2004;12.00.00;579
24.05.2004;13.00.00;596
24.05.2004;14.00.00;595
24.05.2004;15.00.00;607
24.05.2004;16.00.00;662
24.05.2004;17.00.00;822
24.05.2004;18.00.00;987
24.05.2004;19.00.00;966
24.05.2004;20.00.00;763
24.05.2004;21.00.00;617
24.05.2004;22.00.00;564
24.05.2004;23.00.00;646
25.05.2004;00.00.00;753
